Id	Height	OverlayHeight	pixHeight	SizeX	SizeY	spawnCol	MeleeRng	BaseW	HitClass	HDv	TRv	LGv	Rav	Lav	RHv	LHv	SHv	S1v	S2v	S3v	S4v	S5v	S6v	S7v	S8v	HD	TR	LG	RA	LA	RH	LH	SH	S1	S2	S3	S4	S5	S6	S7	S8	TotalPieces	mDT	mNU	mWL	mGH	mA1	mA2	mBL	mSC	mS1	mS2	mS3	mS4	mDD	mKB	mSQ	mRN	dDT	dNU	dWL	dGH	dA1	dA2	dBL	dSC	dS1	dS2	dS3	dS4	dDD	dKB	dSQ	dRN	A1mv	A2mv	SCmv	S1mv	S2mv	S3mv	S4mv	noGfxHitTest	htTop	htLeft	htWidth	htHeight	restore	automapCel	noMap	noOvly	isSel	alSel	noSel	shiftSel	corpseSel	isAtt	revive	critter	small	large	soft	inert	objCol	deadCol	unflatDead	Shadow	noUniqueShift	compositeDeath	localBlood	Bleed	Light	light-r	light-g	light-b	Utrans	Utrans(N)	Utrans(H)	Heart	BodyPart	InfernoLen	InfernoAnim	InfernoRollback	ResurrectMode	ResurrectSkill	EOL
cow	0	2	96	3	3		0	hth	3		lit																1															1		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1						1								1					1						255	255	255				xxx	xxx	1			NU		0
maggotbaby1	1	1	32	2	2		0	hth	3		lit							lit									1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1						255	255	255				xxx	xxx	1			NU		0
maggotbaby2	1	1	32	2	2		0	hth	3		lit							lit									1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1						255	255	255				xxx	xxx	1			NU		0
maggotbaby3	1	1	32	2	2		0	hth	3		lit							lit									1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1						255	255	255				xxx	xxx	1			NU		0
maggotbaby4	1	1	32	2	2		0	hth	3		lit							lit									1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1						255	255	255				xxx	xxx	1			NU		0
maggotbaby5	1	1	32	2	2		0	hth	3		lit							lit									1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1						255	255	255				xxx	xxx	1			NU		0
camel	0	0	96	3	3		0	hth	3		lit																1															1		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1						1								1	1				1						255	255	255				xxx	xxx	1			NU		0
blunderbore1	3	3	112	3	3		0	hth	3		lit																1				1			1								3	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1			2	2		255	255	255				xxx	xxx	1			NU		0
blunderbore2	3	3	112	3	3		0	hth	3		lit																1				1			1								3	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1			2	2		255	255	255				xxx	xxx	1			NU		0
blunderbore3	3	3	112	3	3		0	hth	3		lit																1				1			1								3	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1			2	2		255	255	255				xxx	xxx	1			NU		0
blunderbore4	3	3	112	3	3		0	hth	3		lit																1				1			1								3	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1			2	2		255	255	255				xxx	xxx	1			NU		0
maggotegg1	1	1	32	1	1		0	hth	3		lit																1															1	1	1							1				1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1			1			1				1						255	255	255				xxx	xxx	1			NU		0
maggotegg2	1	1	32	1	1		0	hth	3		lit																1															1	1	1							1				1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1			1			1				1						255	255	255				xxx	xxx	1			NU		0
maggotegg3	1	1	32	1	1		0	hth	3		lit																1															1	1	1							1				1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1			1			1				1						255	255	255				xxx	xxx	1			NU		0
maggotegg4	1	1	32	1	1		0	hth	3		lit																1															1	1	1							1				1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1			1			1				1						255	255	255				xxx	xxx	1			NU		0
maggotegg5	1	1	32	1	1		0	hth	3		lit																1															1	1	1							1				1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1			1			1				1						255	255	255				xxx	xxx	1			NU		0
act2male	0	2	96	2	2		0	hth	3	"lit,yng,old,brd"	"lit,med,hvy"	"lit,med,hvy"						"lit,nil,nil,fez,nil,nil,rol,nil,nil,"								1	1	1						1								3		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1														1	1				1	1					255	255	255				xxx	xxx	1			NU		0
act2female	0	2	96	2	2		0	hth	3	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"														1	1	1						1								3		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1														1	1				1	1					255	255	255				xxx	xxx	1			NU		0
act2child	0	2	96	2	2		0	hth	3		lit															1	1	1						1								3																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1														1	1				1	1					255	255	255				xxx	xxx	1			NU		0
greiz	0	2	80	2	2		0	hth	3		lit																1															1		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1										1	1				1	1					255	255	255				xxx	xxx	1			NU		0
elzix	0	2	80	2	2		0	hth	3		lit																1															1		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1										1	1				1	1					255	255	255				xxx	xxx	1			NU		0
geglash	0	2	96	2	2		0	hth	3		lit																1															1		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1										1	1				1	1					255	255	255				xxx	xxx	1			NU		0
jerhyn	0	2	80	2	2		0	hth	3		lit																1															1		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1										1	1				1	1					255	255	255				xxx	xxx	1			NU		0
lysander	0	2	80	2	2		0	hth	3		lit																1															1		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1										1	1				1	1					255	255	255				xxx	xxx	1			NU		0
act2guard1	0	2	96	2	2		0	hth	3	"lit,med"	"lit,med"	"lit,med"	"lit,med"	"lit,med"	"spr,glv"			lit	lit	lit						1	1	1	1	1	1			1	1	1						9		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1														1	1				1	1					255	255	255				xxx	xxx	1			NU		0
act2vendor1	0	2	96	2	2		0	hth	3		lit																1															1		1							1								8	1	8	8	8	8	8	8	1	8	8	8	8	8	8	8													1														1	1				1	1					255	255	255				xxx	xxx	1			NU		0
act2vendor2	0	2	96	2	2		0	hth	3		lit																1															1		1							1								8	1	8	8	8	8	8	8	1	8	8	8	8	8	8	8													1														1	1				1	1					255	255	255				xxx	xxx	1			NU		0
crownest1	3	3	128	3	3	2	0	hth	3		lit																1															1	1	1							1				1		1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1				1				1	1	1			1		1				1			2	1		255	255	255				xxx	xxx	1			NU		0
crownest2	3	3	128	3	3	2	0	hth	3		lit																1															1	1	1							1				1		1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1				1				1	1	1			1		1				1			2	1		255	255	255				xxx	xxx	1			NU		0
crownest3	3	3	128	3	3	2	0	hth	3		lit																1															1	1	1							1				1		1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1				1				1	1	1			1		1				1			2	1		255	255	255				xxx	xxx	1			NU		0
crownest4	3	3	128	3	3	2	0	hth	3		lit																1															1	1	1							1				1		1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1				1				1	1	1			1		1				1			2	1		255	255	255				xxx	xxx	1			NU		0
meshif1	0	2	80	2	2		0	hth	3		lit																1															1		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1										1	1				1	1					255	255	255				xxx	xxx	1			NU		0
duriel	3	4	112	3	3		2	hth	3		lit	lit	lit	lit				lit									1	1	1	1				1								5	1	1	1	1	1	1							1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1				1	1			1		1	1	1	2	2	9	255	255	255	2	3	4	xxx	xxx	1			NU		0
bonefetish1	1	1	48	2	2		0	1hs	3		lit				"fbl,fsp"												1				1											2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1							1						255	255	255				xxx	xxx	1			NU		0
bonefetish2	1	1	48	2	2		0	1hs	3		lit				"fbl,fsp"												1				1											2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1							1						255	255	255				xxx	xxx	1			NU		0
bonefetish3	1	1	48	2	2		0	1hs	3		lit				"fbl,fsp"												1				1											2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1							1						255	255	255				xxx	xxx	1			NU		0
bonefetish4	1	1	48	2	2		0	1hs	3		lit				"fbl,fsp"												1				1											2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1							1						255	255	255				xxx	xxx	1			NU		0
bonefetish5	1	1	48	2	2		0	1hs	3		lit				"fbl,fsp"												1				1											2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1							1						255	255	255				xxx	xxx	1			NU		0
darkguard1	3	2	112	2	2		0	hth	3																		1				1			1								3																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1				2		255	255	255				xxx	xxx	1			NU		0
darkguard2	3	2	112	2	2		0	hth	3																		1				1			1								3																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1				2		255	255	255				xxx	xxx	1			NU		0
darkguard3	3	2	112	2	2		0	hth	3																		1				1			1								3																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1				2		255	255	255				xxx	xxx	1			NU		0
darkguard4	3	2	112	2	2		0	hth	3																		1				1			1								3																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1				2		255	255	255				xxx	xxx	1			NU		0
darkguard5	3	2	112	2	2		0	hth	3																		1				1			1								3																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1				2		255	255	255				xxx	xxx	1			NU		0
bloodmage1	3	2	112	2	2		0	hth	3																		1				1			1								3																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1				2		255	255	255				xxx	xxx	1			NU		0
bloodmage2	3	2	112	2	2		0	hth	3																		1				1			1								3																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1				2		255	255	255				xxx	xxx	1			NU		0
bloodmage3	3	2	112	2	2		0	hth	3																		1				1			1								3																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1				2		255	255	255				xxx	xxx	1			NU		0
bloodmage4	3	2	112	2	2		0	hth	3																		1				1			1								3																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1				2		255	255	255				xxx	xxx	1			NU		0
bloodmage5	3	2	112	2	2		0	hth	3																		1				1			1								3																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1				2		255	255	255				xxx	xxx	1			NU		0
maggot	0	0	96	0	0		0	hth	3		lit																1															1	1	1	1										1				8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1		1				1					1								1						255	255	255				xxx	xxx	1			NU		0
sarcophagus	3	3	128	1	1		0	hth	3		lit																1															1	1	1							1				1		1		1	1	8	8	8	8	8	8	1	8	8	8	1	8	8	8													1				1					1				1		1		1	1	1		1		1		201	255	95				xxx	xxx	1			NU		0
radament	3	3	112	2	2		0	hth	3		lit							lit									1															1	1	1	1	1	1	1		1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1					1					1	1	1				0	0	0				xxx	xxx	1			NU		0
firebeast	3	2	112	2	2		0	hth	3		lit																1															1	1	1	1						1				1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1				1				1	1	1			1						1				2	3	255	138	0				xxx	xxx	1			NU		0
iceglobe	3	2	112	2	2		0	hth	3		lit																1															1	1	1	1						1				1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1				1				1	1	1			1						1				2	3	0	60	255				xxx	xxx	1			NU		0
lightningbeast	3	2	112	2	2		0	hth	3		lit																1															1																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1				2	3	255	255	255				xxx	xxx	1			NU		0
poisonorb	3	2	112	2	2		0	hth	3		lit																1															1	1	1	1						1				1				1	1	1	8	8	8	8	8	1	8	8	8	1	8	8	8													1				1				1	1	1			1						1				2	3	102	255	0				xxx	xxx	1			NU		0
flyingscimitar	3	1	112	1	1		2	hth	3		lit							red									1							1								2	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1				1						1		1			3	100	190	255				xxx	xxx	1			NU		0
zealot1	3	2	96	2	2		1	hth	3	"nil,hd1,hd2,hd3,hd4"	"zz1,zz2,zz3,zz4,zz5,zz6,zz7"							"btx,hal,pax,scy"								1	1							1								3	1	1	1	1	1	1							1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	2		255	255	255				xxx	xxx	1			NU		0
zealot2	3	2	96	2	2		1	hth	3	"nil,hd1,hd2,hd3,hd4"	"zz1,zz2,zz3,zz4,zz5,zz6,zz7"							"btx,hal,pax,scy"								1	1							1								3	1	1	1	1	1	1							1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	2		255	255	255				xxx	xxx	1			NU		0
zealot3	3	2	96	2	2		1	hth	3	"nil,hd1,hd2,hd3,hd4"	"zz1,zz2,zz3,zz4,zz5,zz6,zz7"							"btx,hal,pax,scy"								1	1							1								3	1	1	1	1	1	1							1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	2		255	255	255				xxx	xxx	1			NU		0
cantor1	3	2	96	2	2		0	hth	3		lit							lit									1							1		1						3	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				2	3	105	190	255				xxx	xxx	1			NU		0
cantor2	3	2	96	2	2		0	hth	3		lit							lit									1							1		1						3	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				2	3	105	190	255				xxx	xxx	1			NU		0
cantor3	3	2	96	2	2		0	hth	3		lit							lit									1							1		1						3	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				2	3	105	190	255				xxx	xxx	1			NU		0
cantor4	3	2	96	2	2		0	hth	3		lit							lit									1							1		1						3	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				2	3	105	190	255				xxx	xxx	1			NU		0
mephisto	3	4	112	3	3		3	hth	3		lit		lit	lit				lit	lit	lit		lit	lit				1		1	1				1	1	1		1	1			8	1	1	1	1	1	1							1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1				1	1					1	1			2	9	255	255	255	2	3	4	xxx	xxx	1			NU		0
diablo	3	4	112	3	3		3	hth	12		lit	lit	lit	lit				lit	lit								1	1	1	1				1	1							6	1	1	1		1	1	1	1	1	1	1	1	1		1	1	1	8	8	8	8	8	8	8	8	8	8	8	1	8	8	8													1				1					1				1	1					1	1	1		2		255	255	255	2	3	4	xxx	xxx	6	9	15	NU		0
cain2	0	2	80	2	2		0	hth	3		lit																1															1		1	1												1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8		1											1				1										1	1				1	1					255	255	255				xxx	xxx	1			NU		0
cain3	0	2	80	2	2		0	hth	3		lit																1															1		1	1												1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8		1											1				1										1	1				1	1					255	255	255				xxx	xxx	1			NU		0
cain4	0	2	80	2	2		0	hth	3		lit																1															1		1	1												1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8		1											1				1										1	1				1	1					255	255	255				xxx	xxx	1			NU		0
frogdemon1	3	1	112	2	2	1	0	hth	3		lit																1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				2		255	255	255				xxx	xxx	1			NU		0
frogdemon2	3	1	112	2	2	1	0	hth	3		lit																1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				2		255	255	255				xxx	xxx	1			NU		0
frogdemon3	3	1	112	2	2	1	0	hth	3		lit																1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				2		255	255	255				xxx	xxx	1			NU		0
summoner	3	2	112	3	3		0	hth	3		lit							lit									1							1								2	1	1	1	1				1	1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1				1	1					1	1	1		2	9	174	0	255				xxx	xxx	1			NU		0
tyrael1	4	4	144	2	2		0	hth	3		lit		lit	lit													1		1	1												3	1	1											1		1		1	1	8	8	8	8	8	8	8	8	8	8	1	8	8	8		1						1	-100	-20	60	100	1				1	1									1	1				1	1				11	255	255	255				xxx	xxx	1			NU		0
asheara	0	2	80	2	2		0	hth	3		lit																1															1		1	1						1						1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8		1											1				1										1	1				1	1					255	255	255				xxx	xxx	1			NU		0
hratli	0	2	80	2	2		0	hth	3		lit																1															1		1	1												1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8		1											1				1										1	1				1	1					255	255	255				xxx	xxx	1			NU		0
alkor	0	2	80	2	2		0	hth	3		lit																1															1		1	1						1						1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8		1											1				1										1	1				1	1					255	255	255				xxx	xxx	1			NU		0
ormus	0	2	80	2	2		0	hth	3		lit																1															1		1	1						1						1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8		1											1				1										1	1				1	1					255	255	255				xxx	xxx	1			NU		0
izual	3	2	96	2	2		1	hth	3		lit																1							1								2	1	1	1	1	1			1					1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8		1											1				1					1					1					1	1				9	255	0	0				xxx	xxx	1			NU		0
halbu	0	2	80	2	2		0	hth	3		lit																1															1		1	1						1						1		8	8	8	8	8	8	8	8	1	8	8	8	8	8	8	8		1											1				1										1	1				1	1					255	255	255				xxx	xxx	1			NU		0
tentacle1	3	3	96	3	3	1	6	hth	3		lit							lit									1							1								2	1	1		1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1						255	255	255				xxx	xxx	1			NU		0
tentacle2	3	3	96	3	3	1	6	hth	3		lit							lit									1							1								2	1	1		1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1						255	255	255				xxx	xxx	1			NU		0
tentacle3	3	3	96	3	3	1	6	hth	3		lit							lit									1							1								2	1	1		1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1						255	255	255				xxx	xxx	1			NU		0
tentaclehead1	3	3	96	3	3	1	6	hth	3		lit							lit		lit							1							1		1						3	1	1		1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1						255	255	255				xxx	xxx	1			NU		0
tentaclehead2	3	3	96	3	3	1	6	hth	3		lit							lit		lit							1							1		1						3	1	1		1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1						255	255	255				xxx	xxx	1			NU		0
tentaclehead3	3	3	96	3	3	1	6	hth	3		lit							lit		lit							1							1		1						3	1	1		1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1						255	255	255				xxx	xxx	1			NU		0
meshif2	0	2	80	2	2		0	hth	3		lit																1															1		1	1												1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8		1											1				1										1	1				1	1					255	255	255				xxx	xxx	1			NU		0
cain5	0	2	80	2	2		0	hth	3		lit																1															1		1	1												1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8		1											1				1										1	1				1	1					255	255	255				xxx	xxx	1			NU		0
navi	3	2	80	2	2		0	hth	3	lit	lit	lit	lit	lit		lbw		med	med							1	1	1	1	1		1		1	1							8	1	1	1	1	1								1			1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1	1									1	1				1		1				255	255	255				xxx	xxx	1			NU		0
bloodraven	3	2	96	2	2		0	bow	3	brv	hvy	brv	hvy	hvy	lit	lbb		hvy	hvy	hvy						1	1	1	1	1	1	1		1	1	1						9	1	1	1	1	1				1				1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1				1	1					1	1	1		1		255	255	255				xxx	xxx	1			NU		0
bug	0	0	96	0	0		0	hth	3		lit																1															1		1	1						1				1				1	8	8	8	8	8	8	8	8	8	8	8	1	8	8	8				1									1		1				1					1								1						255	255	255				xxx	xxx	1			NU		0
scorpion	0	0	96	0	0		0	hth	3		lit																1															1	1	1	1										1				1	8	8	8	8	8	8	8	8	8	8	8	1	8	8	8													1		1				1					1								1						255	255	255				xxx	xxx	1			NU		0
rogue2	3	2	96	2	2		0	hth	3	lit	lit	lit	lit	lit		"sbw,lbw"		"lit,med"	"lit,med"							1	1	1	1	1		1		1	1							8	1	1	1	1	1								1			1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1		1			1					1	1				1	1	1	2			255	255	255				xxx	xxx	1			NU		0
roguehire	3	2	96	2	2		0	hth	3	"lit,med"	lit	lit	lit	lit		"sbw,lbw"		"lit,med"	"lit,med"							1	1	1	1	1		1		1	1							8	1	1	1	1	1								1	1		1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1					1					1	1	1	2		5	255	255	255				xxx	xxx	1			NU		0
rogue3	3	2	96	2	2		0	hth	3	lit	lit	lit	lit	lit		"sbw,lbw"		"lit,med"	"lit,med"							1	1	1	1	1		1		1	1							8	1	1	1	1	1								1			1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1														1	1				1	1	1	2			255	255	255				xxx	xxx	1			NU		0
gargoyletrap	0	1	96	2	2		0	hth	3		lit																1															1	1	1			1								1		1		1	4	4	4	4	4	4	4	4	4	4	4	1	4	4	4													1				1				1	1	1							1		1						255	255	255				xxx	xxx	1			NU		0
skmage_pois1	3	2	80	2	2		0	hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		pos	pos				1	1	1	1	1				1	1		1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1		1			5	102	255	0				xxx	xxx	1			xx	SkeletonRaise	0
skmage_pois2	3	2	80	2	2		0	hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		pos	pos				1	1	1	1	1				1	1		1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1		1			5	102	255	0				xxx	xxx	1			xx	SkeletonRaise	0
skmage_pois3	3	2	80	2	2		0	hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		pos	pos				1	1	1	1	1				1	1		1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1		1			5	102	255	0				xxx	xxx	1			xx	SkeletonRaise	0
skmage_pois4	3	2	80	2	2		0	hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		pos	pos				1	1	1	1	1				1			1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1		1			5	102	255	0				xxx	xxx	1			xx	SkeletonRaise	0
fetishshaman1	2	1	48	2	2		0	hth	3		lit																1															1	1	1	1	1	1			1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1				1	5	255	255	255				xxx	xxx	14	11	6	NU		0
fetishshaman2	2	1	48	2	2		0	hth	3		lit																1															1	1	1	1	1	1			1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1				1	5	255	255	255				xxx	xxx	14	11	6	NU		0
fetishshaman3	2	1	48	2	2		0	hth	3		lit																1															1	1	1	1	1	1			1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1				1	5	255	255	255				xxx	xxx	14	11	6	NU		0
fetishshaman4	2	1	48	2	2		0	hth	3		lit																1															1	1	1	1	1	1			1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1				1	5	255	255	255				xxx	xxx	14	11	6	NU		0
fetishshaman5	2	1	48	2	2		0	hth	3		lit																1															1	1	1	1	1	1			1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1				1	5	255	255	255				xxx	xxx	14	11	6	NU		0
larva	0	1	48	0	0		0	hth	3		lit																1															1	1	1	1										1				8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8				1									1		1				1					1								1						255	255	255				xxx	xxx	1			NU		0
maggotqueen1	3	1	48	3	3		0	hth	3		lit																1															2	1	1							1				1		1		1	1	8	8	8	8	8	8	1	8	8	8	1	8	8	8													1				1					1				1	1					1						255	255	255				xxx	xxx	1			NU		0
maggotqueen2	3	1	48	3	3		0	hth	3		lit																1															2	1	1							1				1		1		1	1	8	8	8	8	8	8	1	8	8	8	1	8	8	8													1				1					1				1	1					1						255	255	255				xxx	xxx	1			NU		0
maggotqueen3	3	1	48	3	3		0	hth	3		lit																1															2	1	1							1				1		1		1	1	8	8	8	8	8	8	1	8	8	8	1	8	8	8													1				1					1				1	1					1						255	255	255				xxx	xxx	1			NU		0
