Sound	Index	FileName	Volume	Group Size	Loop	Fade In	Fade Out	Defer Inst	Stop Inst	Duration	Compound	Reverb	Falloff	Cache	Async Only	Priority	Stream	Stereo	Tracking	Solo	Music Vol	Block 1	Block 2	Block 3
assassin_shadow_kick_3	2319	skill\assassin\shadowkick3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
assassin_shadow_kick_4	2320	skill\assassin\shadowkick4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
assassin_shadow_kick_5	2321	skill\assassin\shadowkick5.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
assassin_quickness	2322	skill\assassin\quickness.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
assassin_staticfield	2323	skill\assassin\staticfield.wav	60	0	1	1	3	1	0	0	-1	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
assassin_summon	2324	skill\assassin\summon.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
assassin_venom	2325	skill\necromancer\poisoncast.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
druid_arcticblast	2326	skill\druid\arcticblast.wav	255	0	1	0	6	0	0	0	-1	1	1	0	0	100	0	0	1	0	0	23433	-1	-1
druid_bouldereremerge	2327	skill\druid\emerge1.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
druid_boulderexplode_1	2328	skill\druid\explode1.wav	255	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
druid_boulderexplode_2	2329	skill\druid\explode2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
druid_boulderexplode_3	2330	skill\druid\explode3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
druid_boulderloop	2331	skill\druid\boulderloop2.wav	255	0	1	0	3	1	0	0	-1	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
druid_cyclonearmor	2332	skill\druid\cyclonearmor.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
druid_firecast_a	2333	skill\druid\firecasta.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
druid_firecast_b	2334	skill\druid\firecastb.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
druid_hurricane	2335	skill\druid\hurricane.wav	150	0	1	3	15	0	0	0	-1	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
druid_meteor_1	2336	none.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
druid_meteor_2	2337	none.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
druid_meteor_3	2338	none.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
druid_meteor_4	2339	none.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
druid_meteor_explode_1	2340	skill\sorceress\largefireimpact1.wav	255	6	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
druid_meteor_explode_2	2341	skill\sorceress\largefireimpact2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
druid_meteor_explode_3	2342	skill\sorceress\largefireimpact3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
druid_meteor_explode_4	2343	combat\explosion\explosionlarge2.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
druid_meteor_explode_5	2344	combat\explosion\explosionlarge4.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
druid_meteor_explode_6	2345	combat\explosion\explosionlarge5.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
druid_morph	2346	skill\druid\morph.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
druid_shockwave	2347	skill\druid\shockwave.wav	255	0	0	0	0	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
druid_summon	2348	skill\druid\summon.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
druid_tornado	2349	skill\druid\tornado.wav	120	0	1	8	9	0	0	0	-1	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
druid_twister	2350	monster\countess\mistloop.wav	120	0	1	8	9	0	0	0	-1	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
druid_volcano	2351	skill\druid\volcano.wav	255	0	1	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	20327	-1	-1
druid_windcast	2352	skill\druid\windcast.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
paladin_aura_blessedaim	2353	skill\paladin\blessedaim.wav	168	0	0	0	0	1	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
paladin_aura_cleansing	2354	skill\paladin\cleansing.wav	168	0	0	0	0	1	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
paladin_aura_concentration	2355	skill\paladin\concentration.wav	168	0	0	0	0	1	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
paladin_aura_defiance	2356	skill\paladin\defiance.wav	168	0	0	0	0	1	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
paladin_aura_fanatacism	2357	skill\paladin\fanaticism.wav	168	0	0	0	0	1	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
paladin_aura_holyfire	2358	skill\paladin\holyfire.wav	168	0	0	0	0	1	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
paladin_aura_holylight	2359	skill\paladin\holylight.wav	168	0	0	0	0	1	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
paladin_aura_holywind	2360	skill\paladin\holywind.wav	168	0	0	0	0	1	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
paladin_aura_meditation	2361	skill\paladin\meditation.wav	168	0	0	0	0	1	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
paladin_aura_might	2362	skill\paladin\might.wav	168	0	0	0	0	1	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
paladin_aura_prayer	2363	skill\paladin\prayer.wav	168	0	0	0	0	1	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
paladin_aura_purification	2364	skill\paladin\purification.wav	168	0	0	0	0	1	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
paladin_aura_redemption	2365	skill\paladin\redemption.wav	168	0	0	0	0	1	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
paladin_aura_resistcold	2366	skill\paladin\resistcold.wav	168	0	0	0	0	1	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
paladin_aura_resistfire	2367	skill\paladin\resistfire.wav	168	0	0	0	0	1	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
paladin_aura_resistlightning	2368	skill\paladin\resistlightning.wav	168	0	0	0	0	1	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
paladin_aura_salvation	2369	skill\paladin\salvation.wav	168	0	0	0	0	1	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
paladin_aura_sanctuary	2370	skill\paladin\sanctuary.wav	168	0	0	0	0	1	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
paladin_aura_stamina	2371	skill\paladin\stamina.wav	224	0	0	0	0	1	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
paladin_aura_thorns	2372	skill\paladin\thorns.wav	168	0	0	0	0	1	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
paladin_blessedhammer_1	2373	skill\paladin\hammerlaunch1.wav	224	3	1	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	20655	-1	-1
paladin_blessedhammer_2	2374	skill\paladin\hammerlaunch2.wav	224	0	1	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	20655	-1	-1
paladin_blessedhammer_3	2375	skill\paladin\hammerlaunch3.wav	224	0	1	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	20655	-1	-1
paladin_charge	2376	skill\paladin\charge.wav	224	0	0	0	0	0	1	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
paladin_conversion	2377	skill\paladin\conversion.wav	224	0	0	0	0	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
paladin_handofgod_cast	2378	skill\paladin\handofgod.wav	180	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
paladin_handofgod_bolt	2379	skill\paladin\handofgodbolt.wav	224	0	0	0	0	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
paladin_holybolt_cast	2380	skill\paladin\bolthammercast.wav	224	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
paladin_holybolt_1	2381	skill\paladin\holybolt1.wav	224	3	1	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	26537	-1	-1
paladin_holybolt_2	2382	skill\paladin\holybolt2.wav	224	0	1	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	27948	-1	-1
paladin_holybolt_3	2383	skill\paladin\holybolt3.wav	224	0	1	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	25046	-1	-1
paladin_holybolt_impact_1	2384	skill\paladin\vengeanceimpact1.wav	224	3	0	0	0	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
paladin_holybolt_impact_2	2385	skill\paladin\vengeanceimpact2.wav	224	0	0	0	0	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
paladin_holybolt_impact_3	2386	skill\paladin\vengeanceimpact3.wav	224	0	0	0	0	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
paladin_holyshield	2387	skill\paladin\holyshield.wav	224	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
paladin_redeemed_soul	2388	skill\paladin\redemption.wav	224	0	0	0	0	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
paladin_sacrifice	2389	skill\paladin\sacrifice.wav	224	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
paladin_thorns_hit	2390	skill\paladin\thornhit.wav	120	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
paladin_vengeance	2391	skill\paladin\vengeance.wav	224	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
paladin_zeal	2392	skill\paladin\zeal.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
sorceress_blizzard_loop	2393	skill\sorceress\blizzloop.wav	180	0	1	18	18	0	0	0	-1	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
sorceress_blizzard_impact_1	2394	skill\sorceress\blizzboom1.wav	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	-1	-1	-1
sorceress_blizzard_impact_2	2395	skill\sorceress\blizzboom2.wav	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	-1	-1	-1
sorceress_blizzard_impact_3	2396	skill\sorceress\blizzboom3.wav	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	-1	-1	-1
sorceress_cast_cold	2397	skill\sorceress\coldcast.wav	210	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
sorceress_cast_lightning	2398	skill\sorceress\eleccast.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
sorceress_cast_fire	2399	skill\sorceress\firecast.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
sorceress_chargedbolt_1	2400	skill\sorceress\chargedbolt1.wav	180	1	1	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	14427	-1	-1
sorceress_chargedbolt_2	2401	none.wav	0	0	1	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
sorceress_chargedbolt_3	2402	none.wav	0	0	1	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
sorceress_enchant	2403	skill\sorceress\enchant.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
sorceress_energyshield	2404	skill\sorceress\energyshield.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
sorceress_energyshield_hit_1	2405	skill\sorceress\energyshieldhit1.wav	255	5	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
sorceress_energyshield_hit_2	2406	skill\sorceress\energyshieldhit2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
sorceress_energyshield_hit_3	2407	skill\sorceress\energyshieldhit3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
sorceress_energyshield_hit_4	2408	skill\sorceress\energyshieldhit4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
sorceress_energyshield_hit_5	2409	skill\sorceress\energyshieldhit5.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
sorceress_firebolt_1	2410	skill\sorceress\firebolt1.wav	255	3	1	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	29707	-1	-1
sorceress_firebolt_2	2411	skill\sorceress\firebolt2.wav	255	0	1	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	27256	-1	-1
sorceress_firebolt_3	2412	skill\sorceress\firebolt3.wav	255	0	1	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	33623	-1	-1
sorceress_firebolt_impact_1	2413	skill\sorceress\largefireimpact1.wav	255	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
sorceress_firebolt_impact_2	2414	skill\sorceress\largefireimpact2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
sorceress_firebolt_impact_3	2415	skill\sorceress\largefireimpact3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
sorceress_fireball_1	2416	skill\sorceress\fireball1.wav	255	3	1	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	24309	-1	-1
sorceress_fireball_2	2417	skill\sorceress\fireball2.wav	255	0	1	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	15168	-1	-1
sorceress_fireball_3	2418	skill\sorceress\fireball3.wav	255	0	1	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	15650	-1	-1
sorceress_fireball_impact_1	2419	skill\sorceress\boom1.wav	255	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
sorceress_fireball_impact_2	2420	skill\sorceress\boom2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
sorceress_fireball_impact_3	2421	skill\sorceress\boom3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
sorceress_frostnova	2422	skill\sorceress\novaice.wav	255	0	0	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
sorceress_frozenarmor	2423	skill\sorceress\frozenarmor.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
sorceress_glacialspike_1	2424	skill\sorceress\icespike1.wav	255	3	1	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	24220	-1	-1
sorceress_glacialspike_2	2425	skill\sorceress\icespike2.wav	255	0	1	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	30578	-1	-1
sorceress_glacialspike_3	2426	skill\sorceress\icespike3.wav	255	0	1	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	28407	-1	-1
sorceress_icebolt_1	2427	skill\sorceress\icebolt1.wav	255	3	1	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	31512	-1	-1
sorceress_icebolt_2	2428	skill\sorceress\icebolt2.wav	255	0	1	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	28611	-1	-1
sorceress_icebolt_3	2429	skill\sorceress\icebolt3.wav	255	0	1	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	31347	-1	-1
sorceress_iceblast_impact_1	2430	skill\sorceress\blastimpact1.wav	255	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
sorceress_iceblast_impact_2	2431	skill\sorceress\blastimpact2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
sorceress_iceblast_impact_3	2432	skill\sorceress\blastimpact3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
sorceress_inferno	2433	skill\sorceress\infernoloop.wav	255	0	1	6	6	0	0	0	-1	1	1	0	0	100	0	0	1	0	0	22857	-1	-1
sorceress_lightning_1	2434	skill\sorceress\lightning1.wav	220	3	1	0	12	0	0	0	4	1	1	0	0	100	0	0	1	0	0	19263	-1	-1
sorceress_lightning_2	2435	skill\sorceress\lightning2.wav	220	0	1	0	12	0	0	0	4	1	1	0	0	100	0	0	1	0	0	19455	-1	-1
sorceress_lightning_3	2436	skill\sorceress\lightning3.wav	220	0	1	0	12	0	0	0	4	1	1	0	0	100	0	0	1	0	0	17599	-1	-1
sorceress_meteor	2437	skill\sorceress\meteorlaunch.wav	255	0	0	0	0	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
sorceress_meteor_impact	2438	skill\sorceress\meteorimpact.wav	255	0	0	0	0	0	0	0	4	1	2	0	0	100	0	0	1	0	0	-1	-1	-1
sorceress_nova	2439	skill\sorceress\novaelec.wav	255	0	0	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
sorceress_shiverarmor	2440	skill\sorceress\shivers.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
sorceress_teleport	2441	skill\sorceress\teleport.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
sorceress_telekinesis	2442	skill\sorceress\telekinesis.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
sorceress_thunder_cast	2443	skill\sorceress\thundercast.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
sorceress_thunder_bolt	2444	skill\sorceress\thunderbolt.wav	255	0	0	0	0	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_amplifydamage	2445	skill\necromancer\amplifydamage.wav	255	0	0	0	0	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_attract	2446	skill\necromancer\attract.wav	255	0	0	0	0	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_bone_cast	2447	skill\necromancer\bonecast.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_bonearmor	2448	skill\necromancer\bonearmor2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_bonespear_1	2449	skill\necromancer\bonespear1.wav	255	0	0	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_bonespear_2	2450	skill\necromancer\bonespear2.wav	255	0	0	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_bonespear_3	2451	skill\necromancer\bonespear3.wav	255	0	0	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_bonespirit_1	2452	skill\necromancer\bonespirit1.wav	255	3	1	0	6	0	0	0	0	1	1	0	0	100	0	0	1	0	0	27045	-1	-1
necromancer_bonespirit_2	2453	skill\necromancer\bonespirit2.wav	255	0	1	0	6	0	0	0	0	1	1	0	0	100	0	0	1	0	0	31828	-1	-1
necromancer_bonespirit_3	2454	skill\necromancer\bonespirit3.wav	255	0	1	0	6	0	0	0	0	1	1	0	0	100	0	0	1	0	0	22898	-1	-1
necromancer_bonewall_death	2455	skill\necromancer\bonewalldestroyed.wav	255	0	0	0	0	0	0	0	12	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_confuse	2456	skill\necromancer\confuse.wav	255	0	0	0	0	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_corpse_cast	2457	skill\necromancer\corpseexplodecast.wav	255	1	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_corpseexp_1	2458	skill\necromancer\corpse explode 1.wav	255	6	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_corpseexp_2	2459	skill\necromancer\corpse explode 2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_corpseexp_3	2460	skill\necromancer\corpse explode 3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_corpseexp_4	2461	skill\necromancer\corpse explode 4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_corpseexp_5	2462	skill\necromancer\corpse explode 5.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_corpseexp_6	2463	skill\necromancer\corpse explode 6.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_curse_cast	2464	skill\necromancer\cursecast.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_curse_1	2465	skill\necromancer\cursetarget1.wav	255	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_curse_2	2466	skill\necromancer\cursetarget2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_curse_3	2467	skill\necromancer\cursetarget3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_decrepify	2468	skill\necromancer\decrepify.wav	255	0	0	0	0	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_dimvision	2469	skill\necromancer\dimvision.wav	255	0	0	0	0	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_golem_cast	2470	skill\necromancer\golemcast3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_ironmaiden	2471	skill\necromancer\ironmaiden.wav	255	0	0	0	0	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_poison_cast	2472	skill\necromancer\poisoncast.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_poisonnova	2473	skill\necromancer\poisonnova.wav	112	0	0	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_reversevampire	2474	skill\necromancer\reversevampire.wav	255	0	0	0	0	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_revive_cast	2475	skill\necromancer\revivecast.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_revive_target	2476	skill\necromancer\revivetarget.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_taint	2477	skill\necromancer\taint.wav	255	0	0	0	0	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_teeth_1	2478	skill\necromancer\teethlaunch1.wav	255	3	0	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_teeth_2	2479	skill\necromancer\teethlaunch2.wav	255	0	0	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_teeth_3	2480	skill\necromancer\teethlaunch3.wav	255	0	0	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_unsummon	2481	skill\necromancer\unsummoncast.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
necromancer_weaken	2482	skill\necromancer\weaken.wav	255	0	0	0	0	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
barbarian_battlecry_1	2483	skill\barbarian\battlecry1.wav	255	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
barbarian_battlecry_2	2484	skill\barbarian\battlecry2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
barbarian_battlecry_3	2485	skill\barbarian\battlecry3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
barbarian_battlecry_state	2486	skill\necromancer\lowerresist.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
barbarian_battleorders_1	2487	skill\barbarian\order1.wav	255	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
barbarian_battleorders_2	2488	skill\barbarian\order2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
barbarian_battleorders_3	2489	skill\barbarian\order3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
barbarian_circle_1	2490	skill\barbarian\circle1.wav	255	3	0	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
barbarian_circle_2	2491	skill\barbarian\circle2.wav	255	0	0	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
barbarian_circle_3	2492	skill\barbarian\circle3.wav	255	0	0	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
barbarian_command_1	2493	skill\barbarian\command1.wav	255	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
barbarian_command_2	2494	skill\barbarian\command2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
barbarian_command_3	2495	skill\barbarian\command3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
barbarian_findobject_1	2496	skill\barbarian\find1.wav	255	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
barbarian_findobject_2	2497	skill\barbarian\find2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
