Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
smith	402	smith		0	The Smith	smith		demon	Smith		5P	1													1	1		7	7	0	10	42	79	smith	smith	11	15	13	12																																						1							1		1			1																																		100	85	66	-50	-40	-33						-50	10		25			-50	25		50			-50	0				13	13	13	5	291	291	84	151	101	129	115							400	450	80	227	90	110	146							400	450	80	227	90	110	146							A1	fire					15	30	60		30	40	80																														Smith	Smith	Smith		Smith (N)	Smith (N)	Smith (N)		Smith (H)	Smith (H)	Smith (H)								0
trappedsoul1	403	trappedsoul1		0	TrappedSoul	trappedsoul1			TrappedSoul		10	1													1	3		0	0	1	30	57	75	trappedsoul1	trappedsoul1	4	15	15	15																																						1												1				1																														100	100	100								70	70					100	90					150	90	2							5	57	76	2	1	16	37	148	16	37	148				50	70	55	30	30	60	180	30	60	180				50	70	55	30	30	60	180	30	60	180																																														Trapped Soul	Trapped Soul	Trapped Soul		Trapped Soul (N)	Trapped Soul (N)	Trapped Soul (N)		Trapped Soul (H)	Trapped Soul (H)	Trapped Soul (H)					1	1	1	0
trappedsoul2	404	trappedsoul2		0	TrappedSoul	trappedsoul2			TrappedSoul		13	1													1	3		0	0	1	30	57	75	trappedsoul2	trappedsoul2	4	15	15	15																																						1												1				1																														100	100	100								70	70					100	90					150	90	2							5	57	76	2	1	16	37	148	16	37	148				50	70	55	30	30	60	180	30	60	180				50	70	55	30	30	60	180	30	60	180																																														Trapped Soul	Trapped Soul	Trapped Soul		Trapped Soul (N)	Trapped Soul (N)	Trapped Soul (N)		Trapped Soul (H)	Trapped Soul (H)	Trapped Soul (H)					1	1	1	0
jamella	405	jamella		0	Jamella	jamella		human	Npc		ja	1													1	1		2	2	0				jamella	jamella		15	15	15																																				1		1	1	1	1	1									1																																																									2																																																																																																											0
izualghost	406	izualghost		0	Izual	izualghost			NpcStationary		17	1													1	1		0	0	0				izualspirit	izualspirit		15	15	15																																				1			1	1											1																																																									2																																																																																																											0
fetish11	407	fetish11		0	RatMan	fetish11		fetish	Fetish		FE	1							fetish3	fetishblow3	1	1	2	7	1	1		6	6	0	10	43	76	fetish	fetish	10	15	15	15				0	0	0	55	55	55	20	20	20	0	0	0	0	0	0																			1	1									1			1	1									SkeletonRaise	seq_fethisraise	1																						100	100	100	-50	-40	-33																			2				11	11	11	5	64	110	84	76	29	86	125							50	80	110	85	40	90	125							50	80	110	85	40	90	125																																																	Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
malachai	408	malachai		0	Malachai	malachai		human	Buffy		36	1													1	1		2	2	0				mednpc	mednpc		15	15	15																																				1		1	1	1	1	1									1																																																									2																																																																																																											0
hephasto	409	hephasto		0	The Feature Creep	hephasto		demon	Smith		5P	1													1	1		8	8	0	25	60	88	smithdemon	smithdemon	12	15	13	12																																						1							1		1			1																																		100	85	75	-50	-40	-33						-50						-50	50		75	25	25		0				30	30	30	5	760	760	107	339	151	226	112							760	760	100	339	140	170	110							760	760	100	339	140	170	110							A1	fire					25	30	60		50	40	80																														Haphesto	Haphesto	Haphesto		Haphesto (N)	Haphesto (N)	Haphesto (N)		Haphesto (H)	Haphesto (H)	Haphesto (H)								0
wakeofdestruction	410	wakeofdestruction		0	Wake of Destruction	wakeofdestruction		construct	AssassinSentry		e9	1													1	1		0	0	0							15	15	15				100	100	100	10	10	10	15	15	15	15	15	15	0	0	0																		1	1													1	1			1						Wake Of Destruction Sentry	S2	1																									-50	-50	-50																			2		1						100	100	100											100	100	100											100	100	100														5	10																																																								0
chargeboltsentry	411	chargeboltsentry		0	Charged Bolt Sentry	chargeboltsentry		construct	AssassinSentry		lg	1													1	1		0	0	0				lightningsentry	lightningsentry		15	15	15				100	100	100	10	10	10	15	15	15	25	25	25	0	0	0																		1	1													1	1			1					2	BoltSentry	seq_chargesentry	1	Shock Field	S1	0																						-50	-50	-50																			2		1						100	100	100											100	100	100											100	100	100																																																																							0
lightningsentry	412	lightningsentry		0	Lightning Sentry	lightningsentry		construct	AssassinSentry		lg	1													1	1		0	0	0				lightningsentry	lightningsentry		15	15	15				100	100	100	10	10	10	15	15	15	25	25	25	0	0	0																		1	1													1	1			1						sentry lightning	seq_chargesentry	1																									-50	-50	-50																			2		1						100	100	100											100	100	100											100	100	100																																																																							0
bladecreeper	413	bladecreeper		0	Blade Creeper	bladecreeper		construct	BladeCreeper		b8	1													1	1		10	10	0				bladecreeper	bladecreeper		15	15	15																																				1	1													1	1			1						Blade Sentinel	A1	1																																														2		1						100	100	100											100	100	100											100	100	100																																																																							0
invisopet	414	invisopet		0	Invis Pet	invisopet			InvisoPet		k9	1													1	1		0	0	0							15	15	15				16	16	16	15	15	15	0	0	0	0	0	0	0	0	0																		1	1					1												1																																	-50	-50	-50																			2		1																																																																																																									0
infernosentry	415	infernosentry		0	Inferno Sentry	infernosentry		construct	AssassinSentry		e9	1													1	1		0	0	0							15	15	15				100	100	100	10	10	10	15	15	15	13	13	13	0	0	0																		1	1													1	1			1					2	mon inferno sentry	seq_infernosentry	1	Wake of Fire Sentry	S1	0																						-50	-50	-50																			2		1						100	100	100											100	100	100											100	100	100																																																																							0
deathsentry	416	deathsentry		0	Death Sentry	deathsentry		construct	DeathSentry		lg	1													1	1		0	0	0				lightningsentry	lightningsentry		15	15	15				30	30	30	0	0	0	50	50	50	16	16	16	0	0	0																		1	1													1	1			1						mon death sentry	seq_chargesentry	1	death sentry ltng	seq_chargesentry	1																						-50	-50	-50																			2		1						100	100	100											100	100	100											100	100	100																																																																							0
shadowwarrior	417	shadowwarrior		0	Shadow Warrior	shadowwarrior			ShadowWarrior		k9	1													1	1		0	0	0				shadow	shadow	11	15	15	15				40	40	40	30	30	30	60	60	60	1	1	1										268	5	64									1	1	1			1	1					1			1	1			1						Fists of Fire	seq_swtigerfist	1	Blade Fury	seq_swbladefury	1	Blades of Ice	seq_swtigerfist	1	Dragon Claw	seq_swtigerfist	1	Dragon Flight	seq_swdragonflight	1	Claws of Thunder	seq_swtigerfist	1	Attack	A2	1							-50	-50	-50	40						40						40						3		1		50	50	50		376	376	196		0	0	163	0	0	163				376	376	196		0	0	243	0	0	243				376	376	196		0	0	323	0	0	323																																																													1			0
shadowmaster	418	shadowmaster		0	Shadow Master	shadowmaster			ShadowMaster		k9	1													1	1		0	0	0				shadow	shadow	11	15	15	15				20	10	10	20	36	36	60	60	60													279											1	1	1			1	1					1			1	1			1						Fists of Fire	seq_swtigerfist	1	Blade Fury	seq_swbladefury	1	Blades of Ice	seq_swtigerfist	1	Dragon Claw	seq_swtigerfist	1	Dragon Flight	seq_swdragonflight	1	Claws of Thunder	seq_swtigerfist	1	Attack	A2	1							-50	-50	-50	40						40						40						2		1		50	50	50		376	376	196		0	0	163	0	0	163				376	376	196		0	0	243	0	0	243				376	376	196		0	0	323	0	0	323																																																													1			0
druidhawk	419	druidhawk		0	Druid Hawk	druidhawk	druidhawk		Raven		hk	1													1	1		10	20	0				raven	raven		15	15	15				10	10	10	6	6	6	5	5	5	75	75	75	35	35	35																		1	1					1				1	1			1	1			1						Raven	NU	0																									-50	-50	-50																			2	Raven	1					5	20	32	25											20	32	25											20	32	25																																																																							0
spiritwolf	420	spiritwolf	fenris	0	Druid Spirit Wolf	spiritwolf			DruidWolf		wf	1													1	1		5	10	0				wolf	wolf	10	15	15	15				22	22	22	20	20	20	14	14	14	20	20	20	26	26	26																		1	1	1				1					1			1	1			1						Teleport 2	S1	1																						100	100	100	-50	-50	-50																			4	Summon Spirit Wolf	1					5	60	82	67				50							60	82	67				50							60	82	67				50																																																																			0
fenris	421	spiritwolf		1	Druid Fenris	fenris			DruidWolf		wf	1													1	1		5	10	0				wolf	wolf	10	15	15	15				22	22	22	20	20	20	25	25	25	24	24	24	30	30	30																		1	1	1				1					1			1	1			1						fenris rage	A1	1	Teleport 2	S1	1																			100	100	100	-50	-50	-50																			4	Summon Fenris	1					5	98	130	116				150							98	130	116				150							98	130	116				150																																																																			0
spiritofbarbs	422	spiritofbarbs	heartofwolverine	0	Spirit of Barbs	spiritofbarbs			Totem		x4	1													1	1		6	6	0				druidspirit	druidspirit	8	15	15	15				20	20	20	30	30	30	30	30	30	20	20	20	0	0	0																		1	1					1				1				1	1			1																																	-50	-50	-50		25	25	25	25	70	100	25	25	25	25	100		25	25	25	25	100	3		1						200	226	196											200	226	196											200	226	196																																																																							0
heartofwolverine	423	spiritofbarbs	oaksage	1	Heart of Wolverine	heartofwolverine			Totem		x3	1													1	1		6	6	0				druidspirit	druidspirit	8	15	15	15				20	20	20	30	30	30	30	30	30	20	20	20	0	0	0																		1	1					1				1				1	1			1																																	-50	-50	-50		25	25	25	25	70	100	25	25	25	25	100		25	25	25	25	100	3		1						128	144	123											128	144	123											128	144	123																																																																							0
oaksage	424	spiritofbarbs		2	Oak Sage	oaksage			Totem		xw	1													1	1		6	6	0				druidspirit	druidspirit	8	15	15	15				20	20	20	30	30	30	30	30	30	20	20	20	0	0	0																		1	1					1				1				1	1			1																																	-50	-50	-50		25	25	25	25	70	100	25	25	25	25	100		25	25	25	25	100	3		1						56	64	49											56	64	49											56	64	49																																																																							0
plaguepoppy	425	plaguepoppy		0	Druid Plague Poppy	plaguepoppy			Vines		k9	1													1	1		7	7	0							15	15	15				100	100	100	20	20	20	25	25	25	10	10	10	35	35	35																		1	1	1				1								1				1						Vine Attack	S1	1																									-50	-50	-50																			3		1						42	58	25											42	58	25											42	58	25																																																																							0
cycleoflife	426	cycleoflife		0	Druid Cycle of Life	cycleoflife			CycleOfLife		k9	1													1	1		7	7	0							15	15	15				50	50	50	20	20	20	25	25	25	10	10	10	35	35	35																		1	1	1				1								1				1						CorpseCycler	S1	1																									-50	-50	-50																			3		1					5	80	110	92											80	110	92											80	110	92																																																																							0
vinecreature	427	vinecreature		0	Vine Creature	vinecreature			CycleOfLife		k9	1													1	1		7	7	0							15	15	15				50	50	50	20	20	20	25	25	25	10	10	10	35	35	35																		1	1	1				1								1				1						VineCycler	S1	1																									-50	-50	-50																			3		1					5	138	192	165											138	192	165											138	192	165																																																																							0
druidbear	428	druidbear		0	Druid Bear	druidbear			DruidBear		b7	1													1	1		5	9	0				bear	bear	11	15	15	15				15	15	15	40	40	40	50	50	50	0	0	0	0	0	0																		1	1					1					1			1	1			1						BearSmite	seq_bearsmite	1																						100	100	100	-50	-50	-50																			5	Summon Grizzly	1					5	550	750	245				300							550	750	245				300							550	750	245				300																																																																			0
eagle	429	eagle		0	Eagle	eagle			Idle		eg	1													1	1		6	6	0				foulcrow	foulcrow		15	15	15																																				1	1					1				1				1	1																																	100	100	100	-50	-50	-50																			2		1		48	48	48	5	36	58	95		4	14	93							115	184	102		4	15	138							199	319	110		5	20	183																																																																			0
wolf	430	wolf		0	Wolf	wolf			NecroPet		40	1													1	1		6	6	0				werewolf	werewolf	14	15	15	15																																				1	1					1								1	1																																	100	100	100	-50	-50	-50																			2		1		8	8	8	5	16	25	37		2	6	14	2	6	14				46	74	40		2	6	20	2	6	20				79	127	43		2	7	27	2	7	27																																																																0
bear	431	bear		0	Bear	bear			NecroPet		TG	1													1	1		6	6	0				werebear	werebear	14	15	15	15																																				1	1					1								1	1																																	100	100	100	-50	-50	-50																			2		1						12	19	30		1	5	28							34	54	33		1	5	40							57	92	35		2	7	53																																																																			0
barricadedoor1	432	barricadedoor1	barricadedoor2	0	Barricade Door	barricadedoor1			Idle		AJ	1													1	1		0	0	0	26	35	67	barricadedoor	barricadedoor	6	15	15	15																																					1													1				1																																								50	1000					50	1000	50				66	1000									95	152	88											150	200	35											150	200	35																																																																							0
barricadedoor2	433	barricadedoor1		1	Barricade Door	barricadedoor2			Idle		AG	1													1	1		0	0	0	26	35	67	barricadedoor	barricadedoor	6	15	15	15																																					1													1				1																																								50	1000					50	1000	50				66	1000									95	152	88											150	200	35											150	200	35																																																																							0
prisondoor	434	prisondoor		0	Prison Door	prisondoor			Idle		2Q	1													1	1		0	0	0	26	35	67			6	15	15	15																																					1													1				1																																				25	25	25	25	25	1000	25	25	25	25	25	1000	25	25	25	25	66	1000									49	95	88											50	95	30											50	95	30																																																																							0
barricadetower	435	barricadetower		0	Barricade Tower	barricadetower		construct	SiegeTower		ac	1													1	1		0	0	0	15	35	67	guardtower	guardtower	6	15	15	15				40	40	40																															1													1																																												50	1000					50	1000	75		110		66	1000									385	576	88											700	800	35											700	800	35																																																																			2				0
reanimatedhorde1	436	reanimatedhorde1	reanimatedhorde2	0	RotWalker	reanimatedhorde1		zombie	ReanimatedHorde		re	1													2	4		1	5	2	31	61	81	reanimatedhorde	reanimatedhorde	10	15	14	13				30	45	55	20	15	12	12	15	18	20	25	30	20	25	25	65	65	65	25	22	19	30	22	15										1	1					1							1	1									Self-resurrect	S1	1	Charge	seq_reanimatedcharge	1																			100	75	66	-50	-33	-25						70						70	50			33	130	70	2				45	45	45	5	115	171	107	128	31	86	139	31	86	93				110	135	70	105	70	110	135	60	120	100				110	135	70	105	70	110	135	60	120	100																																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
reanimatedhorde2	437	reanimatedhorde1	reanimatedhorde3	1	ReanimatedHorde	reanimatedhorde2		zombie	ReanimatedHorde		re	1													2	4		1	5	2	33	62	82	reanimatedhorde	reanimatedhorde	10	15	14	13				40	55	65	20	15	12	12	15	18	25	30	35	25	25	25	65	65	65	25	22	19	30	22	15										1	1					1							1	1							1		Self-resurrect	S1	1	Charge	seq_reanimatedcharge	1																			100	75	66	-50	-33	-25						80						80	50			33	150	80	2				47	47	47	5	114	171	107	135	34	86	138	34	86	93				110	135	70	105	70	110	135	60	120	100				110	135	70	105	70	110	135	60	120	100																																														Act 5 H2H B	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H B	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
reanimatedhorde3	438	reanimatedhorde1	reanimatedhorde4	2	ProwlingDead	reanimatedhorde3		zombie	ReanimatedHorde		re	1													2	4		2	5	2	35	63	83	reanimatedhorde	reanimatedhorde	10	15	14	13				50	65	70	20	15	12	12	15	18	25	35	40	25	25	25	65	65	65	25	22	19	30	22	15										1	1					1							1	1							1		Self-resurrect	S1	1	Charge	seq_reanimatedcharge	1																			100	75	66	-50	-33	-25						90						90	50			33	170	90	2				50	50	50	5	114	171	107	143	32	87	139	32	87	93				110	135	70	105	70	110	135	60	120	100				110	135	70	105	70	110	135	60	120	100																																														Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
reanimatedhorde4	439	reanimatedhorde1	reanimatedhorde5	3	UnholyCorpse	reanimatedhorde4		zombie	ReanimatedHorde		re	1													2	4		2	5	2	40	64	84	reanimatedhorde	reanimatedhorde	10	15	14	13				60	70	80	20	15	12	12	15	18	30	40	40	30	30	30	65	65	65	25	22	19	30	22	15										1	1					1							1	1							1		Self-resurrect	S1	1	Charge	seq_reanimatedcharge	1																			100	75	66	-50	-33	-25	20		50			70	20		50			100	50		50	33	50	100	2				50	50	50	5	114	171	107	164	33	89	138	33	89	93				110	135	70	105	70	110	135	60	120	100				110	135	70	105	70	110	135	60	120	100																																														Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
reanimatedhorde5	440	reanimatedhorde1	reanimatedhorde6	4	DefiledWarrior	reanimatedhorde5		zombie	ReanimatedHorde		re	1													2	4		3	5	2	42	65	85	reanimatedhorde	reanimatedhorde	10	15	14	13				70	80	85	20	15	12	12	15	18	35	45	45	35	35	35	65	65	65	25	22	19	30	22	15										1	1					1							1	1							1		Self-resurrect	S1	1	Charge	seq_reanimatedcharge	1																			100	75	66	-50	-33	-25		50				70		50				100	50	50		33	50	100	2				50	50	50	5	114	170	107	173	35	89	138	35	89	93				110	135	70	105	70	110	135	60	120	100				110	135	70	105	70	110	135	60	120	100																																														Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
siegebeast1	441	siegebeast1	siegebeast2	0	Siege Beast	siegebeast1		siegebeast	SiegeBeast		ox	1							imp1		1		3	4	1	1		3	7	1	37	59	81	siegebeast	siegebeast	10	15	14	13				25	25	25	50	60	65	1	2	3	15	15	15	1	2	3	50	50	50	100	100	100													1	1												1	1					1				Siege Beast Stomp	A2	1	Charge	seq_siegebeastcharge	1																			100	100	100	-50	-40	-33													50		110	33	50		2				50	50	50	5	379	379	88	287	92	122	251							360	420	90	260	140	220	170							360	420	90	260	140	220	170																																																	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
siegebeast2	442	siegebeast1	siegebeast3	1	CrushBiest	siegebeast2		siegebeast	SiegeBeast		ox	1							imp2		1		3	4	1	1		3	8	1	38	60	81	siegebeast	siegebeast	10	15	14	13				25	25	25	50	65	70	1	2	4	15	15	15	1	2	4	50	50	50	100	100	100													1	1												1	1					1				Siege Beast Stomp	A2	2	Charge	seq_siegebeastcharge	2																			100	100	100	-50	-40	-33													50		120	33	50		2				50	50	50	5	379	379	88	295	88	121	251							360	420	90	260	140	220	170							360	420	90	260	140	220	170																																																	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
siegebeast3	443	siegebeast1	siegebeast4	2	BloodBringer	siegebeast3		siegebeast	SiegeBeast		ox	1							imp3		1		3	4	1	1		4	9	1	38	60	81	siegebeast	siegebeast	10	15	14	13				25	25	25	50	70	75	1	3	4	15	15	15	1	2	4	50	50	50	100	100	100													1	1												1	1					1				Siege Beast Stomp	A2	3	Charge	seq_siegebeastcharge	3																			100	100	100	-50	-40	-33													50		75	33	120		2				50	50	50	5	379	379	88	295	88	121	251							360	420	90	260	140	220	170							360	420	90	260	140	220	170																																																	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
siegebeast4	444	siegebeast1	siegebeast5	3	GoreBearer	siegebeast4		siegebeast	SiegeBeast		ox	1							imp4		1		3	4	1	1		5	10	1	38	63	84	siegebeast	siegebeast	10	15	14	13				25	25	25	50	75	80	1	3	5	15	15	15	1	3	4	50	50	50	100	100	100													1	1												1	1					1				Siege Beast Stomp	A2	4	Charge	seq_siegebeastcharge	5																			100	100	100	-50	-40	-33													50		75	33	130		2				50	50	50	5	379	379	88	295	88	121	251							360	420	90	260	140	220	170							360	420	90	260	140	220	170																																																	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
siegebeast5	445	siegebeast1		4	DeamonSteed	siegebeast5		siegebeast	SiegeBeast		ox	1							imp5		1		3	4	1	1		6	11	1	38	64	85	siegebeast	siegebeast	10	15	14	13				25	25	25	50	80	85	1	3	5	15	15	15	1	3	5	50	50	50	100	100	100													1	1												1	1									Siege Beast Stomp	A2	5	Charge	seq_siegebeastcharge	7																			100	100	100	-50	-40	-33													50		75	33	140		2				50	50	50	5	379	379	88	295	88	121	251							360	420	90	260	140	220	170							360	420	90	260	140	220	170																																																	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
snowyeti1	446	snowyeti1	snowyeti2	0	SnowYeti1	snowyeti1		snowyeti	Brute		io	1													3	4		5	8	1	40	61	82	brute	brute	10	15	14	13							0	0	0	90	90	94	40	50	50																						1	1												1	1																																	100	100	100	-20	-15	-10		20			75		25				85		40			25	150		2				50	50	50	5	190	227	107	198	33	89	138	45	97	93				155	210	85	110	65	115	95	75	110	85				155	210	85	110	65	115	95	75	110	85				A1	stun	100	32	48	50	100	75	100	50	100	75	100	50	A2	cold	33				33	33	55	50	33	33	55	75															Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
snowyeti2	447	snowyeti1	snowyeti3	1	SnowYeti2	snowyeti2		snowyeti	Brute		io	1													3	4		6	6	1	41	61	83	brute	brute	10	15	14	13							0	0	0	90	91	95	40	40	40																						1	1												1	1																																	100	100	100	-20	-15	-10		30			75		25				85		40			25	170		2				50	50	50	5	190	228	107	204	31	85	138	43	97	93				155	210	85	110	65	115	95	75	110	85				155	210	85	110	65	115	95	75	110	85				A1	stun	100	46	61	100	100	75	100	100	100	75	100	100	A2	cold	33				33	33	55	50	33	33	55	75															Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
snowyeti3	448	snowyeti1	snowyeti4	2	SnowYeti3	snowyeti3		snowyeti	Brute		io	1													3	4		7	7	1	42	62	84	brute	brute	10	15	14	13							0	0	0	90	92	96	40	30	30																						1	1												1	1																																	100	100	100	-15	-10	-5					75						85		40			25	190		2				50	50	50	5	190	227	107	209	35	89	138	43	97	93				155	210	85	110	65	115	95	75	110	85				155	210	85	110	65	115	95	75	110	85				A1	stun	100	61	76	150	100	75	100	150	100	75	100	150																													Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
snowyeti4	449	snowyeti1		3	SnowYeti4	snowyeti4		snowyeti	Brute		io	1													3	4		7	7	1	43	63	85	brute	brute	10	15	14	13							0	0	0	90	93	97	40	60	60																						1	1												1	1																																	100	100	100	-15	-10	-5					75						85		40			25	210		2				50	50	50	5	189	228	107	215	34	86	138	41	97	92				155	210	85	110	65	115	95	75	110	85				155	210	85	110	65	115	95	75	110	85				A1	stun	100	74	88	200	100	75	100	200	100	75	100	200																													Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
wolfrider1	450	wolfrider1	wolfrider2	0	WolfRider1	wolfrider1			Idle		wr														3	4		1	1	2																																																																																																																					2																																																																																									Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
wolfrider2	451	wolfrider1	wolfrider3	1	WolfRider2	wolfrider2			Idle		wr														3	4		1	1	2																																																																																																																					2																																																																																									Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
wolfrider3	452	wolfrider1		2	WolfRider3	wolfrider3			Idle		wr														3	4		1	1	2																																																																																																																					2																																																																																									Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
