Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	divide	multiply	add
Boreal	100	1	1	66		58				1	137	cold-len		25	25	cold-min		5	7	cold-max		9	14	1	lblu	scha												0	0	0
Hibernal	100	1		91		83				1	137	cold-len		25	25	cold-min		8	10	cold-max		15	20	1	lblu	scha												0	0	0
Ember	100	1	1	5		3				2	138	fire-min		1	1	fire-max		2	3							lcha												0	0	0
Smoldering	100	1	1	15		11				1	138	fire-min		2	3	fire-max		4	7							lcha												0	0	0
Smoking	100	1	1	28		21				1	138	fire-min		4	7	fire-max		8	19					1	lred	lcha												0	0	0
Flaming	100	1		43		35				1	138	fire-min		8	18	fire-max		20	36					1	lred	lcha												0	0	0
Ember	100	1	1	13		9				2	138	fire-min		1	1	fire-max		2	3							mcha												0	0	0
Smoldering	100	1	1	27		20				1	138	fire-min		2	3	fire-max		4	12							mcha												0	0	0
Smoking	100	1	1	47		39				1	138	fire-min		4	9	fire-max		13	27					1	lred	mcha												0	0	0
Flaming	100	1		67		59				1	138	fire-min		10	27	fire-max		28	43					1	lred	mcha												0	0	0
Ember	100	1	1	21		15				2	138	fire-min		1	1	fire-max		2	3							scha												0	0	0
Smoldering	100	1	1	40		32				1	138	fire-min		2	3	fire-max		4	10							scha												0	0	0
Smoking	100	1	1	64		56				1	138	fire-min		4	9	fire-max		11	19					1	lred	scha												0	0	0
Flaming	100	1		89		81				1	138	fire-min		10	19	fire-max		20	29					1	lred	scha												0	0	0
Static	100	1	1	7		5				2	139	ltng-min		1	1	ltng-max		4	5							lcha												0	0	0
Glowing	100	1	1	14		10				1	139	ltng-min		1	1	ltng-max		6	17							lcha												0	0	0
Arcing	100	1	1	29		21				1	139	ltng-min		1	1	ltng-max		18	44					1	whit	lcha												0	0	0
Shocking	100	1		44		36				1	139	ltng-min		1	1	ltng-max		45	79					1	whit	lcha												0	0	0
Static	100	1	1	14		10				2	139	ltng-min		1	1	ltng-max		5	9							mcha												0	0	0
Glowing	100	1	1	28		20				1	139	ltng-min		1	1	ltng-max		10	26							mcha												0	0	0
Arcing	100	1	1	48		40				1	139	ltng-min		1	1	ltng-max		27	58					1	whit	mcha												0	0	0
Shocking	100	1		68		60				1	139	ltng-min		1	1	ltng-max		59	90					1	whit	mcha												0	0	0
Static	100	1	1	23		17				2	139	ltng-min		1	1	ltng-max		6	11							scha												0	0	0
Glowing	100	1	1	41		33				1	139	ltng-min		1	1	ltng-max		12	24							scha												0	0	0
Arcing	100	1	1	65		57				1	139	ltng-min		1	1	ltng-max		25	43					1	whit	scha												0	0	0
Shocking	100	1		90		82				1	139	ltng-min		1	1	ltng-max		44	71					1	whit	scha												0	0	0
Septic	100	1	1	1		1				2	140	dmg-pois	75	18	18											lcha												0	0	0
Envenomed	100	1	1	12		9				1	140	dmg-pois	100	39	39											lcha												0	0	0
Toxic	100	1	1	27		20				1	140	dmg-pois	125	103	103									1	dgrn	lcha												0	0	0
Pestilent	100	1		42		34				1	140	dmg-pois	150	171	171									1	dgrn	lcha												0	0	0
Septic	100	1	1	9		6				2	140	dmg-pois	75	35	35											mcha												0	0	0
Envenomed	100	1	1	26		19				1	140	dmg-pois	100	77	77											mcha												0	0	0
Toxic	100	1	1	46		38				1	140	dmg-pois	125	185	185									1	dgrn	mcha												0	0	0
Pestilent	100	1		66		58				1	140	dmg-pois	150	299	299									1	dgrn	mcha												0	0	0
Septic	100	1	1	18		13				2	140	dmg-pois	75	52	52											scha												0	0	0
Envenomed	100	1	1	39		31				1	140	dmg-pois	100	128	128											scha												0	0	0
Toxic	100	1	1	63		55				1	140	dmg-pois	125	205	205									1	dgrn	scha												0	0	0
Pestilent	100	1		88		80				1	140	dmg-pois	150	299	299									1	dgrn	scha												0	0	0
Tireless	1	1	1	1	5	1				4	108	regen-stam		10	10											boot												0	0	0
Lizard's	1	1	1	1	2	1				4	115	mana		1	2											armo	ring	amul	rod	orb			boot	glov				0	0	0
Azure	1	1	1	1	4	1				3	117	res-cold		5	5											armo	ring	amul	orb	circ								0	0	0
Crimson	1	1	1	1	4	1				3	118	res-fire		5	5											armo	ring	amul	orb	circ								0	0	0
Tangerine	1	1	1	1	4	1				3	119	res-ltng		5	5											armo	ring	amul	orb	circ								0	0	0
Beryl	1	1	1	1	4	1				3	120	res-pois		5	5											armo	ring	amul	orb	circ								0	0	0
Godly	100	1	1	50		43				1	101	ac%		101	200									1	dgld	armo												0	0	0
Cruel	100	1	1	56		48				1	105	dmg%		201	300									1	blac	weap							staf	wand	orb			0	0	0
