Name	Def	LevelId	Populate	Logicals	Outdoors	Animate	KillEdge	FillBlanks	SizeX	SizeY	AutoMap	Scan	Pops	PopPad	Files	File1	File2	File3	File4	File5	File6	Dt1Mask	Beta
Act 1 - Catacombs Next N	294	0	1	1	0	0	0	1	12	12	0	1	0	0	2	Act1/Catacomb/CatNDown.ds1	Act1/Catacomb/CatNDown2.ds1	0	0	0	0	21	0
Act 1 - Catacombs Waypoint W	295	0	1	1	0	0	0	1	12	12	0	1	0	0	1	Act1/Catacomb/CatWWay.ds1	0	0	0	0	0	17	0
Act 1 - Catacombs Waypoint E	296	0	1	1	0	0	0	1	12	12	0	1	0	0	1	Act1/Catacomb/CatEWay.ds1	0	0	0	0	0	17	0
Act 1 - Catacombs Waypoint S	297	0	1	1	0	0	0	1	12	12	0	1	0	0	1	Act1/Catacomb/CatSWay.ds1	0	0	0	0	0	17	0
Act 1 - Catacombs Waypoint N	298	0	1	1	0	0	0	1	12	12	0	1	0	0	1	Act1/Catacomb/CatNWay.ds1	0	0	0	0	0	17	0
Act 1 - Andariel	299	37	1	1	0	0	0	1	0	0	0	1	0	0	1	Act1/Catacomb/Andy3.ds1	0	0	0	0	0	57	0
Act 1 - Tristram	300	38	1	0	1	0	0	1	0	0	0	1	0	0	1	Act1/Tristram/Tri_Town4.ds1	0	0	0	0	0	63	0
Act 2 - Town 	301	40	1	0	1	0	0	1	0	0	1	1	3	0	0	0	Act2/Town/LutW.ds1	Act2/Town/LutN.ds1	0	0	0	8191	0
Act 2 - Sewer W	302	0	1	0	0	0	1	1	12	12	0	0	0	0	2	Act2/Sewer/SewW.ds1	Act2/Sewer/SewW2.ds1	0	0	0	0	3	0
Act 2 - Sewer E 	303	0	1	0	0	0	1	1	12	12	0	0	0	0	2	Act2/Sewer/SewE.ds1	Act2/Sewer/SewE2.ds1	0	0	0	0	3	0
Act 2 - Sewer EW	304	0	1	0	0	0	1	1	12	12	0	0	0	0	2	Act2/Sewer/SewEW.ds1	Act2/Sewer/SewEW2.ds1	0	0	0	0	3	0
Act 2 - Sewer S	305	0	1	0	0	0	1	1	12	12	0	0	0	0	2	Act2/Sewer/SewS.ds1	Act2/Sewer/SewS2.ds1	0	0	0	0	3	0
Act 2 - Sewer SW	306	0	1	0	0	0	1	1	12	12	0	0	0	0	2	Act2/Sewer/SewSW.ds1	Act2/Sewer/SewSW2.ds1	0	0	0	0	3	0
Act 2 - Sewer SE	307	0	1	0	0	0	1	1	12	12	0	0	0	0	2	Act2/Sewer/SewSE.ds1	Act2/Sewer/SewSE2.ds1	0	0	0	0	3	0
Act 2 - Sewer SEW	308	0	1	0	0	0	1	1	12	12	0	0	0	0	2	Act2/Sewer/SewSEW.ds1	Act2/Sewer/SewSEW2.ds1	0	0	0	0	3	0
Act 2 - Sewer N	309	0	1	0	0	0	1	1	12	12	0	0	0	0	2	Act2/Sewer/SewN.ds1	Act2/Sewer/SewN2.ds1	0	0	0	0	3	0
Act 2 - Sewer NW	310	0	1	0	0	0	1	1	12	12	0	0	0	0	2	Act2/Sewer/SewNW.ds1	Act2/Sewer/SewNW2.ds1	0	0	0	0	3	0
Act 2 - Sewer NE	311	0	1	0	0	0	1	1	12	12	0	0	0	0	2	Act2/Sewer/SewNE.ds1	Act2/Sewer/SewNE2.ds1	0	0	0	0	3	0
Act 2 - Sewer NEW	312	0	1	0	0	0	1	1	12	12	0	0	0	0	2	Act2/Sewer/SewNEW.ds1	Act2/Sewer/SewNEW2.ds1	0	0	0	0	3	0
Act 2 - Sewer NS	313	0	1	0	0	0	1	1	12	12	0	0	0	0	2	Act2/Sewer/SewNS.ds1	Act2/Sewer/SewNS2.ds1	0	0	0	0	3	0
Act 2 - Sewer NSW	314	0	1	0	0	0	1	1	12	12	0	0	0	0	2	Act2/Sewer/SewNSW.ds1	Act2/Sewer/SewNSW2.ds1	0	0	0	0	3	0
Act 2 - Sewer NSE	315	0	1	0	0	0	1	1	12	12	0	0	0	0	2	Act2/Sewer/SewNSE.ds1	Act2/Sewer/SewNSE2.ds1	0	0	0	0	3	0
Act 2 - Sewer NSEW	316	0	1	0	0	0	1	1	12	12	0	0	0	0	2	Act2/Sewer/SewNSEW.ds1	Act2/Sewer/SewNSEW2.ds1	0	0	0	0	3	0
Act 2 - Sewer Theme W	317	0	1	0	0	0	1	1	12	12	0	0	0	0	1	Act2/Sewer/SewWTheme.ds1	0	0	0	0	0	11	0
Act 2 - Sewer Theme E 	318	0	1	0	0	0	1	1	12	12	0	0	0	0	1	Act2/Sewer/SewETheme.ds1	0	0	0	0	0	11	0
Act 2 - Sewer Theme EW	319	0	1	0	0	0	1	1	12	12	0	0	0	0	1	Act2/Sewer/SewEWTheme.ds1	0	0	0	0	0	11	0
Act 2 - Sewer Theme S	320	0	1	0	0	0	1	1	12	12	0	0	0	0	1	Act2/Sewer/SewSTheme.ds1	0	0	0	0	0	11	0
Act 2 - Sewer Theme SW	321	0	1	0	0	0	1	1	12	12	0	0	0	0	1	Act2/Sewer/SewSWTheme.ds1	0	0	0	0	0	11	0
Act 2 - Sewer Theme SE	322	0	1	0	0	0	1	1	12	12	0	0	0	0	1	Act2/Sewer/SewSETheme.ds1	0	0	0	0	0	11	0
Act 2 - Sewer Theme SEW	323	0	1	0	0	0	1	1	12	12	0	0	0	0	1	Act2/Sewer/SewSEWTheme.ds1	0	0	0	0	0	11	0
Act 2 - Sewer Theme N	324	0	1	0	0	0	1	1	12	12	0	0	0	0	1	Act2/Sewer/SewNTheme.ds1	0	0	0	0	0	11	0
Act 2 - Sewer Theme NW	325	0	1	0	0	0	1	1	12	12	0	0	0	0	1	Act2/Sewer/SewNWTheme.ds1	0	0	0	0	0	11	0
Act 2 - Sewer Theme NE	326	0	1	0	0	0	1	1	12	12	0	0	0	0	1	Act2/Sewer/SewNETheme.ds1	0	0	0	0	0	11	0
Act 2 - Sewer Theme NEW	327	0	1	0	0	0	1	1	12	12	0	0	0	0	1	Act2/Sewer/SewNEWTheme.ds1	0	0	0	0	0	11	0
Act 2 - Sewer Theme NS	328	0	1	0	0	0	1	1	12	12	0	0	0	0	1	Act2/Sewer/SewNSTheme.ds1	0	0	0	0	0	11	0
Act 2 - Sewer Theme NSW	329	0	1	0	0	0	1	1	12	12	0	0	0	0	1	Act2/Sewer/SewNSWTheme.ds1	0	0	0	0	0	11	0
Act 2 - Sewer Theme NSE	330	0	1	0	0	0	1	1	12	12	0	0	0	0	1	Act2/Sewer/SewNSETheme.ds1	0	0	0	0	0	11	0
Act 2 - Sewer Theme NSEW	331	0	1	0	0	0	1	1	12	12	0	0	0	0	1	Act2/Sewer/SewNSEWTheme.ds1	0	0	0	0	0	11	0
Act 2 - Sewer Prev W	332	0	1	0	0	0	1	1	12	12	0	1	0	0	1	Act2/Sewer/SewWUp.ds1	0	0	0	0	0	3	0
Act 2 - Sewer Prev E	333	0	1	0	0	0	1	1	12	12	0	1	0	0	1	Act2/Sewer/SewEUp.ds1	0	0	0	0	0	3	0
Act 2 - Sewer Prev S	334	0	1	0	0	0	1	1	12	12	0	1	0	0	1	Act2/Sewer/SewSUp.ds1	0	0	0	0	0	3	0
Act 2 - Sewer Prev N	335	0	1	0	0	0	1	1	12	12	0	1	0	0	1	Act2/Sewer/SewNUp.ds1	0	0	0	0	0	3	0
Act 2 - Sewer Prev NS	336	0	1	0	0	0	1	1	12	12	0	1	0	0	2	Act2/Sewer/SewNSDock.ds1	Act2/Sewer/SewNSDock2.ds1	0	0	0	0	3	0
Act 2 - Sewer Next W	337	0	1	0	0	0	1	1	12	12	0	1	0	0	1	Act2/Sewer/SewWDown.ds1	0	0	0	0	0	3	0
Act 2 - Sewer Next E	338	0	1	0	0	0	1	1	12	12	0	1	0	0	1	Act2/Sewer/SewEDown.ds1	0	0	0	0	0	3	0
Act 2 - Sewer Next S	339	0	1	0	0	0	1	1	12	12	0	1	0	0	1	Act2/Sewer/SewSDown.ds1	0	0	0	0	0	3	0
Act 2 - Sewer Next N	340	0	1	0	0	0	1	1	12	12	0	1	0	0	1	Act2/Sewer/SewNDown.ds1	0	0	0	0	0	3	0
Act 2 - Sewer Radament's Lair W	341	0	1	0	0	0	1	1	12	12	0	0	0	0	1	Act2/Sewer/SewWRad.ds1	0	0	0	0	0	15	0
Act 2 - Sewer Radament's Lair E	342	0	1	0	0	0	1	1	12	12	0	0	0	0	1	Act2/Sewer/SewERad.ds1	0	0	0	0	0	15	0
Act 2 - Sewer Radament's Lair S	343	0	1	0	0	0	1	1	12	12	0	0	0	0	1	Act2/Sewer/SewSRad.ds1	0	0	0	0	0	15	0
Act 2 - Sewer Radament's Lair N	344	0	1	0	0	0	1	1	12	12	0	0	0	0	1	Act2/Sewer/SewNRad.ds1	0	0	0	0	0	15	0
Act 2 - Sewer Waypoint W	345	0	1	0	0	0	1	1	12	12	0	1	0	0	1	Act2/Sewer/SewWWaypoint.ds1	0	0	0	0	0	15	0
Act 2 - Sewer Waypoint E	346	0	1	0	0	0	1	1	12	12	0	1	0	0	1	Act2/Sewer/SewEWaypoint.ds1	0	0	0	0	0	15	0
Act 2 - Sewer Waypoint S	347	0	1	0	0	0	1	1	12	12	0	1	0	0	1	Act2/Sewer/SewSWaypoint.ds1	0	0	0	0	0	15	0
Act 2 - Sewer Waypoint N	348	0	1	0	0	0	1	1	12	12	0	1	0	0	1	Act2/Sewer/SewNWaypoint.ds1	0	0	0	0	0	15	0
Act 2 - Sewer Chest W	349	0	1	0	0	0	1	1	12	12	0	1	0	0	1	Act2/Sewer/SewWCon.ds1	0	0	0	0	0	3	0
Act 2 - Sewer Chest E	350	0	1	0	0	0	1	1	12	12	0	1	0	0	1	Act2/Sewer/SewECon.ds1	0	0	0	0	0	3	0
Act 2 - Sewer Chest S	351	0	1	0	0	0	1	1	12	12	0	1	0	0	1	Act2/Sewer/SewSCon.ds1	0	0	0	0	0	3	0
Act 2 - Sewer Chest N	352	0	1	0	0	0	1	1	12	12	0	1	0	0	1	Act2/Sewer/SewNCon.ds1	0	0	0	0	0	3	0
Act 2 - Harem	353	50	1	1	0	0	0	1	0	0	0	1	0	0	1	Act2/Palace/Harem2.ds1	0	0	0	0	0	79	0
Act 2 - Corrupt Harem NE	354	0	1	1	0	0	0	1	16	16	0	1	0	0	2	Act2/Palace/SubNE.ds1	Act2/Palace/SubNE2.ds1	0	0	0	0	121	0
Act 2 - Corrupt Harem SE	355	0	1	1	0	0	0	1	16	16	0	1	0	0	2	Act2/Palace/SubSE.ds1	Act2/Palace/SubSE2.ds1	0	0	0	0	121	0
Act 2 - Corrupt Harem SW	356	0	1	1	0	0	0	1	16	16	0	1	0	0	2	Act2/Palace/SubSW.ds1	Act2/Palace/SubSW2.ds1	0	0	0	0	121	0
Act 2 - Corrupt Harem NW	357	0	1	1	0	0	0	1	16	16	0	1	0	0	2	Act2/Palace/SubNW.ds1	Act2/Palace/SubNW2.ds1	0	0	0	0	121	0
Act 2 - Basement NE	358	0	1	1	0	0	0	1	16	16	0	1	0	0	2	Act2/Palace/CelNE.ds1	Act2/Palace/CelNE2.ds1	Act2/Palace/CelNEWaypoint.ds1	0	0	0	67	0
Act 2 - Basement SE	359	0	1	1	0	0	0	1	16	16	0	1	0	0	2	Act2/Palace/CelSE.ds1	Act2/Palace/CelSE2.ds1	Act2/Palace/CelSEWaypoint.ds1	Act2/Palace/CelSE3.ds1	0	0	67	0
Act 2 - Basement SW	360	0	1	1	0	0	0	1	16	16	0	1	0	0	2	Act2/Palace/CelSW.ds1	Act2/Palace/CelSW2.ds1	Act2/Palace/CelSWWaypoint.ds1	0	0	0	67	0
Act 2 - Basement NW	361	0	1	1	0	0	0	1	16	16	0	1	0	0	2	Act2/Palace/CelNW.ds1	Act2/Palace/CelNW2.ds1	Act2/Palace/CelNWWaypoint.ds1	Act2/Palace/CelNW3.ds1	0	0	67	0
Act 2 - Desert Transition W	362	0	1	0	1	0	1	1	8	56	0	0	0	0	1	Act2/Town/TransW2.ds1	0	0	0	0	0	1577217	0
Act 2 - Desert Transition N	363	0	1	0	1	0	1	1	56	8	0	0	0	0	1	Act2/Town/TransN1.ds1	0	0	0	0	0	1577217	0
Act 2 - Desert Border 1	364	0	0	0	1	0	1	1	8	8	0	0	0	0	1	Act2/Outdoors/edge1.ds1	0	0	0	0	0	1573123	0
Act 2 - Desert Border 2	365	0	0	0	1	0	1	1	8	8	0	0	0	0	1	Act2/Outdoors/edge2.ds1	0	0	0	0	0	1573123	0
Act 2 - Desert Border 3	366	0	0	0	1	0	1	1	8	8	0	0	0	0	1	Act2/Outdoors/edge3.ds1	0	0	0	0	0	1573123	0
Act 2 - Desert Border 4	367	0	0	0	1	0	1	1	8	8	0	0	0	0	1	Act2/Outdoors/edge4.ds1	0	0	0	0	0	1573123	0
Act 2 - Desert Border 5	368	0	0	0	1	0	1	1	8	8	0	0	0	0	1	Act2/Outdoors/edge5.ds1	0	0	0	0	0	1573123	0
Act 2 - Desert Border 6	369	0	0	0	1	0	1	1	8	8	0	0	0	0	1	Act2/Outdoors/edge6.ds1	0	0	0	0	0	1573123	0
Act 2 - Desert Border 7	370	0	0	0	1	0	1	1	8	8	0	0	0	0	1	Act2/Outdoors/edge7.ds1	0	0	0	0	0	1573123	0
Act 2 - Desert Border 8	371	0	0	0	1	0	1	1	8	8	0	0	0	0	1	Act2/Outdoors/edge8.ds1	0	0	0	0	0	1573123	0
Act 2 - Desert Border 9	372	0	0	0	1	0	1	1	8	8	0	0	0	0	1	Act2/Outdoors/edge9.ds1	0	0	0	0	0	1573123	0
Act 2 - Desert Border 10	373	0	0	0	1	0	1	1	8	8	0	0	0	0	1	Act2/Outdoors/edge10.ds1	0	0	0	0	0	1573123	0
Act 2 - Desert Border 11	374	0	0	0	1	0	1	1	8	8	0	0	0	0	1	Act2/Outdoors/edge11.ds1	0	0	0	0	0	1573123	0
Act 2 - Desert Border 12	375	0	0	0	1	0	1	1	8	8	0	0	0	0	1	Act2/Outdoors/edge12.ds1	0	0	0	0	0	1573123	0
Act 2 - Desert Cliff Right Ends	376	0	0	0	1	0	1	1	16	8	0	0	0	0	0	0	Act2/BigCliff/CliffRU.ds1	Act2/BigCliff/CliffRL.ds1	0	0	0	43	0
Act 2 - Desert Cliff Right Wall	377	0	0	0	1	0	1	1	16	8	0	0	0	0	2	Act2/BigCliff/CliffRght1.ds1	Act2/BigCliff/CliffRght2.ds1	0	0	0	0	11	0
Act 2 - Desert Cliff Right Path	378	0	0	0	1	0	1	1	16	8	0	0	0	0	1	Act2/BigCliff/CliffRP.ds1	0	0	0	0	0	523	0
Act 2 - Desert Cliff Left Ends	379	0	0	0	1	0	1	1	8	16	0	0	0	0	0	0	Act2/BigCliff/CliffLU.ds1	Act2/BigCliff/CliffLL.ds1	0	0	0	51	0
Act 2 - Desert Cliff Left Wall	380	0	0	0	1	0	1	1	8	16	0	0	0	0	3	Act2/BigCliff/CliffLeft1.ds1	Act2/BigCliff/CliffLeft2.ds1	Act2/BigCliff/CliffLeft3.ds1	0	0	0	19	0
Act 2 - Desert Cliff Left Path	381	0	0	0	1	0	1	1	8	16	0	0	0	0	1	Act2/BigCliff/CliffLP.ds1	0	0	0	0	0	531	0
Act 2 - Desert Cliff Top	382	0	0	0	1	0	1	1	16	16	0	0	0	0	1	Act2/BigCliff/Cor.ds1	0	0	0	0	0	131099	0
Act 2 - Desert Cliff Right King Tomb	383	0	0	0	1	0	1	1	16	8	0	1	0	0	0	Act2/BigCliff/TalRght1.ds1	Act2/BigCliff/TalRght2.ds1	Act2/BigCliff/TalRght3.ds1	0	0	0	2059	0
Act 2 - Desert Cliff Right King Ends	384	0	0	0	1	0	1	1	16	8	0	0	0	0	1	Act2/BigCliff/KingRghtMesa.ds1	0	0	0	0	0	43	0
Act 2 - Desert Cliff Left King Tomb	385	0	0	0	1	0	1	1	8	16	0	1	0	0	0	Act2/BigCliff/TalLeft1.ds1	Act2/BigCliff/TalLeft2.ds1	Act2/BigCliff/TalLeft3.ds1	0	0	0	8211	0
Act 2 - Desert Cliff Left King Ends	386	0	0	0	1	0	1	1	8	16	0	0	0	0	1	Act2/BigCliff/KingLftMesa.ds1	0	0	0	0	0	51	0
Act 2 - Desert Cliff Top King Tomb	387	0	0	0	1	0	1	1	16	16	0	1	0	0	0	Act2/BigCliff/TalCor.ds1	0	0	0	0	0	32799	0
Act 2 - Desert Tomb 1	388	0	0	0	1	0	1	1	8	8	0	1	0	0	4	Act2/Outdoors/TombEnt1.ds1	Act2/Outdoors/TombEnt2.ds1	Act2/Outdoors/TombEnt3.ds1	Act2/Outdoors/TombEnt4.ds1	0	0	67108871	0
Act 2 - Desert Tomb 2	389	0	0	0	1	0	1	1	16	16	0	1	0	0	1	Act2/Outdoors/Viper1.ds1	0	0	0	0	0	151322631	0
Act 2 - Desert Lair 1	390	0	0	0	1	0	1	1	8	8	0	1	0	0	1	Act2/Maggot/Hole1.ds1	0	0	0	0	0	6291457	0
Act 2 - Desert Lair 2	391	0	0	0	1	0	1	1	8	8	0	1	0	0	1	Act2/Maggot/Tight.ds1	0	0	0	0	0	6291457	0
Act 2 - Desert Valley Ruin 1	392	0	1	0	1	0	1	1	8	8	0	0	0	0	6	Act2/Ruin/Ruin1.ds1	Act2/Ruin/Ruin2.ds1	Act2/Ruin/Ruin3.ds1	Act2/Ruin/Ruin4.ds1	Act2/Ruin/Ruin5.ds1	Act2/Ruin/Ruin6.ds1	16842753	0
Act 2 - Desert Valley Ruin 2	393	0	1	0	1	0	1	1	8	8	0	0	0	0	5	Act2/Ruin/Ruin7.ds1	Act2/Ruin/Ruin8.ds1	Act2/Ruin/Ruin9.ds1	Act2/Ruin/Ruin10.ds1	Act2/Ruin/Head3.ds1	0	16842753	0
Act 2 - Desert Valley Warp	394	0	1	0	1	0	1	1	8	8	0	1	0	0	1	Act2/Outdoors/KingWarp.ds1	0	0	0	0	0	268435456	0
Act 2 - Desert Oasis 1	395	0	1	0	1	0	1	1	8	8	0	0	0	0	4	Act2/Outdoors/Oasis1.ds1	Act2/Outdoors/Oasis2.ds1	Act2/Outdoors/Oasis3.ds1	Act2/Outdoors/Oasis4.ds1	0	0	278529	0
Act 2 - Desert Oasis 2	396	0	1	0	1	0	1	1	16	16	0	0	0	0	4	Act2/Outdoors/Oasis5.ds1	Act2/Outdoors/Oasis6.ds1	Act2/Outdoors/Oasis7.ds1	Act2/Outdoors/Oasis8.ds1	0	0	33832965	0
Act 2 - Desert Oasis 3	397	0	1	0	1	0	1	1	16	16	0	0	0	0	4	Act2/Outdoors/Oasis9.ds1	Act2/Outdoors/Oasis10.ds1	Act2/Outdoors/Oasis11.ds1	Act2/Outdoors/Oasis12.ds1	0	0	33832965	0
Act 2 - Desert Fill Mesa 1	398	0	1	0	1	0	1	1	8	8	0	0	0	0	1	Act2/Outdoors/mesarm.ds1	0	0	0	0	0	257	0
Act 2 - Desert Fill Head 1	399	0	1	0	1	0	1	1	8	8	0	0	0	0	1	Act2/Outdoors/Head1.ds1	0	0	0	0	0	69	0
Act 2 - Desert Fill Head 2	400	0	1	0	1	0	1	1	8	8	0	0	0	0	1	Act2/Outdoors/Head2.ds1	0	0	0	0	0	69	0
Act 2 - Desert Fill Bone 1	401	0	1	0	1	0	1	1	8	8	0	0	0	0	1	Act2/Outdoors/Bone1.ds1	0	0	0	0	0	129	0
Act 2 - Desert Fill Bone 2	402	0	1	0	1	0	1	1	8	8	0	0	0	0	1	Act2/Outdoors/Bone2.ds1	0	0	0	0	0	129	0
Act 2 - Desert Fill Wagon 1	403	0	1	0	1	0	1	1	8	8	0	0	0	0	1	Act2/Outdoors/Wagon2.ds1	0	0	0	0	0	8388609	0
Act 2 - Desert Fill Berms 1	404	0	1	0	1	0	1	1	8	8	0	0	0	0	5	Act2/Outdoors/Desert1.ds1	Act2/Outdoors/Desert2.ds1	Act2/Outdoors/Desert3.ds1	Act2/Outdoors/Desert4.ds1	Act2/Outdoors/Desert5.ds1	0	263169	0
Act 2 - Desert Fill Berms 2	405	0	1	0	1	0	1	1	8	8	0	0	0	0	5	Act2/Outdoors/Desert6.ds1	Act2/Outdoors/Desert7.ds1	Act2/Outdoors/Desert8.ds1	Act2/Outdoors/Desert9.ds1	Act2/Outdoors/Desert10.ds1	0	263169	0
Act 2 - Desert Fill Berms 3	406	0	1	0	1	0	1	1	8	8	0	0	0	0	4	Act2/Outdoors/Burm1.ds1	Act2/Outdoors/Burm2.ds1	Act2/Outdoors/Burm3.ds1	Act2/Outdoors/Burm4.ds1	0	0	787459	0
Act 2 - Desert Fill Berms 4	407	0	1	0	1	0	1	1	8	8	0	0	0	0	3	Act2/Outdoors/Burm5.ds1	Act2/Outdoors/Burm6.ds1	Act2/Outdoors/Burm7.ds1	0	0	0	787459	0
Act 2 - Desert Ruins 16X16	408	0	1	0	1	0	1	1	16	16	0	0	0	0	1	Act2/Outdoors/Ruin1.ds1	0	0	0	0	0	51975171	0
Act 2 - Desert Ruins 16X08	409	0	1	0	1	0	1	1	16	8	0	0	0	0	1	Act2/Outdoors/Ruin3.ds1	0	0	0	0	0	51975171	0
Act 2 - Desert Ruins 08X16	410	0	1	0	1	0	1	1	8	16	0	0	0	0	1	Act2/Outdoors/Ruin2.ds1	0	0	0	0	0	51975171	0
Act 2 - Desert Ruins 08X08	411	0	1	0	1	0	1	1	8	8	0	0	0	0	4	Act2/Outdoors/Ruin4.ds1	Act2/Outdoors/Ruin5.ds1	Act2/Outdoors/Ruin6.ds1	Act2/Outdoors/Ruin7.ds1	0	0	51975171	0
Act 2 - Desert Ruins Sewer	412	0	1	0	1	0	1	1	8	8	0	1	0	0	1	Act2/Outdoors/RuinSewr.ds1	0	0	0	0	0	51975171	0
Act 2 - Desert Ruins Elder	413	0	1	0	1	0	1	1	16	16	0	1	0	0	1	Act2/Outdoors/RuinDarkElder.ds1	0	0	0	0	0	51975171	0
Act 2 - Tomb W	414	0	1	1	0	0	0	1	16	16	0	0	0	0	3	Act2/Tomb/TombW.ds1	Act2/Tomb/TombW2.ds1	Act2/Tomb/TombW3.ds1	0	0	0	191	0
Act 2 - Tomb E	415	0	1	1	0	0	0	1	16	16	0	0	0	0	3	Act2/Tomb/TombE.ds1	Act2/Tomb/TombE2.ds1	Act2/Tomb/TombE3.ds1	0	0	0	191	0
Act 2 - Tomb EW	416	0	1	1	0	0	0	1	16	16	0	0	0	0	3	Act2/Tomb/TombEW.ds1	Act2/Tomb/TombEW2.ds1	Act2/Tomb/TombEW3.ds1	0	0	0	191	0
Act 2 - Tomb S	417	0	1	1	0	0	0	1	16	16	0	0	0	0	4	Act2/Tomb/TombS.ds1	Act2/Tomb/TombS2.ds1	Act2/Tomb/TombS3.ds1	Act2/Tomb/TombSx.ds1	0	0	191	0
Act 2 - Tomb SW	418	0	1	1	0	0	0	1	16	16	0	0	0	0	4	Act2/Tomb/TombSW.ds1	Act2/Tomb/TombSW2.ds1	Act2/Tomb/TombSW3.ds1	Act2/Tomb/TombSW4.ds1	0	0	191	0
Act 2 - Tomb SE	419	0	1	1	0	0	0	1	16	16	0	0	0	0	3	Act2/Tomb/TombSE.ds1	Act2/Tomb/TombSE2.ds1	Act2/Tomb/TombSE3.ds1	0	0	0	191	0
Act 2 - Tomb SEW	420	0	1	1	0	0	0	1	16	16	0	0	0	0	3	Act2/Tomb/TombSEW.ds1	Act2/Tomb/TombSEW2.ds1	Act2/Tomb/TombSEW3.ds1	0	0	0	191	0
Act 2 - Tomb N	421	0	1	1	0	0	0	1	16	16	0	0	0	0	3	Act2/Tomb/TombN.ds1	Act2/Tomb/TombN2.ds1	Act2/Tomb/TombN3.ds1	0	0	0	191	0
Act 2 - Tomb NW	422	0	1	1	0	0	0	1	16	16	0	0	0	0	3	Act2/Tomb/TombNW.ds1	Act2/Tomb/TombNW2.ds1	Act2/Tomb/TombNW3.ds1	0	0	0	191	0
Act 2 - Tomb NE	423	0	1	1	0	0	0	1	16	16	0	0	0	0	4	Act2/Tomb/TombNE.ds1	Act2/Tomb/TombNE2.ds1	Act2/Tomb/TombNE3.ds1	Act2/Tomb/TombNE4.ds1	0	0	191	0
Act 2 - Tomb NEW	424	0	1	1	0	0	0	1	16	16	0	0	0	0	3	Act2/Tomb/TombNEW.ds1	Act2/Tomb/TombNEW2.ds1	Act2/Tomb/TombNEW3.ds1	0	0	0	191	0
Act 2 - Tomb NS	425	0	1	1	0	0	0	1	16	16	0	0	0	0	3	Act2/Tomb/TombNS.ds1	Act2/Tomb/TombNS2.ds1	Act2/Tomb/TombNS3.ds1	0	0	0	191	0
Act 2 - Tomb NSW	426	0	1	1	0	0	0	1	16	16	0	0	0	0	3	Act2/Tomb/TombNSW.ds1	Act2/Tomb/TombNSW2.ds1	Act2/Tomb/TombNSW3.ds1	0	0	0	191	0
Act 2 - Tomb NSE	427	0	1	1	0	0	0	1	16	16	0	0	0	0	3	Act2/Tomb/TombNSE.ds1	Act2/Tomb/TombNSE2.ds1	Act2/Tomb/TombNSE3.ds1	0	0	0	191	0
Act 2 - Tomb NSEW	428	0	1	1	0	0	0	1	16	16	0	0	0	0	3	Act2/Tomb/TombNSEW.ds1	Act2/Tomb/TombNSEW2.ds1	Act2/Tomb/TombNSEW3.ds1	0	0	0	191	0
Act 2 - Tomb Theme W	429	0	1	1	0	0	0	1	16	16	0	0	0	0	1	Act2/Tomb/TombWTheme.ds1	0	0	0	0	0	191	0
Act 2 - Tomb Theme E	430	0	1	1	0	0	0	1	16	16	0	0	0	0	1	Act2/Tomb/TombETheme.ds1	0	0	0	0	0	191	0
Act 2 - Tomb Theme EW	431	0	1	1	0	0	0	1	16	16	0	0	0	0	1	Act2/Tomb/TombEWTheme.ds1	0	0	0	0	0	191	0
Act 2 - Tomb Theme S	432	0	1	1	0	0	0	1	16	16	0	0	0	0	1	Act2/Tomb/TombSTheme.ds1	0	0	0	0	0	191	0
Act 2 - Tomb Theme SW	433	0	1	1	0	0	0	1	16	16	0	0	0	0	1	Act2/Tomb/TombSWTheme.ds1	0	0	0	0	0	191	0
Act 2 - Tomb Theme SE	434	0	1	1	0	0	0	1	16	16	0	0	0	0	1	Act2/Tomb/TombSETheme.ds1	0	0	0	0	0	191	0
Act 2 - Tomb Theme SEW	435	0	1	1	0	0	0	1	16	16	0	0	0	0	1	Act2/Tomb/TombSEWTheme.ds1	0	0	0	0	0	191	0
Act 2 - Tomb Theme N	436	0	1	1	0	0	0	1	16	16	0	0	0	0	1	Act2/Tomb/TombNTheme.ds1	0	0	0	0	0	191	0
Act 2 - Tomb Theme NW	437	0	1	1	0	0	0	1	16	16	0	0	0	0	1	Act2/Tomb/TombNWTheme.ds1	0	0	0	0	0	191	0
Act 2 - Tomb Theme NE	438	0	1	1	0	0	0	1	16	16	0	0	0	0	1	Act2/Tomb/TombNETheme.ds1	0	0	0	0	0	191	0
Act 2 - Tomb Theme NEW	439	0	1	1	0	0	0	1	16	16	0	0	0	0	1	Act2/Tomb/TombNEWTheme.ds1	0	0	0	0	0	191	0
Act 2 - Tomb Theme NS	440	0	1	1	0	0	0	1	16	16	0	0	0	0	1	Act2/Tomb/TombNSTheme.ds1	0	0	0	0	0	191	0
Act 2 - Tomb Theme NSW	441	0	1	1	0	0	0	1	16	16	0	0	0	0	1	Act2/Tomb/TombNSWTheme.ds1	0	0	0	0	0	191	0
Act 2 - Tomb Theme NSE	442	0	1	1	0	0	0	1	16	16	0	0	0	0	1	Act2/Tomb/TombNSETheme.ds1	0	0	0	0	0	191	0
Act 2 - Tomb Theme NSEW	443	0	1	1	0	0	0	1	16	16	0	0	0	0	1	Act2/Tomb/TombNSEWTheme.ds1	0	0	0	0	0	191	0
