Name	Id	Pal	Act	Layer	SizeX	SizeY	OffsetX	OffsetY	Depend	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl1	MonLvl2	MonLvl3	MonDen	MonUMin	MonUMax	MonWndr	MonSpcWalk	Mtot	M1	M2	M3	M4	M5	M6	M7	M8	M9	M10	M11	M12	M13	M14	M15	M16	M17	M18	M19	M20	M21	M22	M23	M24	M25	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23	S24	S25	Utot	U1	U2	U3	U4	U5	U6	U7	U8	U9	U10	U11	U12	U13	U14	U15	U16	U17	U18	U19	U20	U21	U22	U23	U24	U25	C1	C2	C3	C4	C5	CA1	CA2	CA3	CA4	CA5	CD1	CD2	CD3	CD4	CD5	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	EntryFile	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7	Beta
Act 2 - Tomb Tal 1	66	1	1	48	200	200	4500	1000	0	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	50	83	2200	0	2	1	0	7	41	94	99	103	103	131	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	41	94	99	103	103	131	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	159	269	0	0	30	30	20	0	0	0	0	0	0	0	8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 2	67	1	1	49	200	200	4500	1300	0	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	50	83	2200	0	2	1	0	7	41	94	99	103	103	131	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	41	94	99	103	103	131	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	159	269	0	0	30	30	20	0	0	0	0	0	0	0	8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 3	68	1	1	50	200	200	4500	1600	0	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	50	83	2200	0	2	1	0	7	41	94	99	103	103	131	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	41	94	99	103	103	131	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	159	269	0	0	30	30	20	0	0	0	0	0	0	0	8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 4	69	1	1	51	200	200	4500	1900	0	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	50	83	2200	0	2	1	0	7	41	94	99	103	103	131	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	41	94	99	103	103	131	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	159	269	0	0	30	30	20	0	0	0	0	0	0	0	8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 5	70	1	1	52	200	200	4500	2200	0	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	50	83	2200	0	2	1	0	7	41	94	99	103	103	131	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	41	94	99	103	103	131	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	159	269	0	0	30	30	20	0	0	0	0	0	0	0	8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 6	71	1	1	53	200	200	4500	2500	0	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	50	83	2200	0	2	1	0	7	41	94	99	103	103	131	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	41	94	99	103	103	131	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	159	269	0	0	30	30	20	0	0	0	0	0	0	0	8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 7	72	1	1	54	200	200	4500	2800	0	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	50	83	2200	0	2	1	0	7	41	94	99	103	103	131	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	41	94	99	103	103	131	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	159	269	0	0	30	30	20	0	0	0	0	0	0	0	8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Duriel's Lair	73	1	1	55	32	47	4500	3100	0	0	0	1	1	1	1	0	1	2	17	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	1	1	0	2025	17	50	83	2200	0	2	1	0	7	41	94	99	103	103	131	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	41	94	99	103	103	131	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	159	269	283	0	30	30	20	100	0	0	0	0	0	0	0	21	255	Duriel's Lair	To Duriel's Lair	A2L40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 2 - Arcane	74	1	1	56	200	200	5000	1000	0	0	0	1	1	1	1	0	1	1	19	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	128	255	255	255	1	1	1	11	3800	14	47	80	990	0	1	1	0	3	40	56	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	40	56	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	16	Arcane Sanctuary	To The Arcane Sanctuary	A2L41	53	75	0	0	0	0	0	0	75	75	0	0	0	0	0	0	0
Act 3 - Town	75	2	2	57	64	48	1000	1000	0	1	1	0	0	1	1	0	0	2	20	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	0	0	2025	0	33	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	18	Kurast Docktown	To The Kurast Docktown	A3L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 3 - Jungle 1	76	2	2	57	64	192	-1	-1	0	1	1	0	0	1	1	0	0	3	21	-1	-1	-1	-1	84	85	0	0	0	0	0	0	51	51	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	21	54	87	650	1	2	1	5	6	50	114	127	142	397	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	50	114	127	142	397	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	319	0	0	0	30	30	0	0	0	0	0	0	0	0	0	24	19	Spider Forest	To The Spider Forest	A3L2	31	43	40	52	69	0	0	0	50	15	45	35	30	0	0	0	0
Act 3 - Jungle 2	77	2	2	57	64	192	-1	-1	0	1	1	0	0	1	1	0	0	3	21	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	21	54	87	650	1	2	1	5	6	247	248	128	8	279	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	247	248	128	8	279	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	319	0	0	0	30	30	0	0	0	0	0	0	0	0	0	24	20	Great Marsh	To The Great Marsh	A3L3	31	43	40	52	69	0	0	0	50	15	45	35	30	0	0	0	0
Act 3 - Jungle 3	78	2	2	57	64	192	-1	-1	0	1	1	0	0	1	1	0	0	3	21	-1	-1	-1	-1	86	88	0	0	0	0	0	0	53	54	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	22	55	88	650	1	2	1	5	7	143	280	144	281	113	249	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	143	280	144	281	113	249	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	319	0	0	0	30	30	0	0	0	0	0	0	0	0	0	24	21	Flayer Jungle	To The Flayer Jungle	A3L4	31	43	40	52	43	69	0	0	50	15	45	35	50	25	0	0	0
Act 3 - Kurast 1	79	2	2	57	80	64	-1	-1	0	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	22	55	88	325	1	2	1	0	4	51	81	112	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	51	81	112	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	319	0	0	0	30	30	0	0	0	0	0	0	0	0	0	25	22	Lower Kurast	To Lower Kurast	A3L5	31	76	40	42	43	69	0	0	33	15	35	40	40	15	0	0	0
Act 3 - Kurast 2	80	2	2	57	80	64	-1	-1	0	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	92	92	94	95	0	0	0	0	57	57	61	61	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	22	55	88	325	1	2	1	0	4	129	90	236	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	129	90	236	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	319	0	0	0	30	30	0	0	0	0	0	0	0	0	0	25	23	Kurast Bazaar	To The Kurast Bazaar	A3L6	31	76	40	42	43	69	0	0	33	15	45	50	50	25	0	0	0
Act 3 - Kurast 3	81	2	2	57	80	64	-1	-1	0	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	92	92	96	97	0	0	0	0	57	57	61	61	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	23	56	89	325	1	2	1	0	4	113	237	239	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	113	237	239	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	319	0	0	0	30	30	0	0	0	0	0	0	0	0	0	25	24	Upper Kurast	To Upper Kurast	A3L7	31	76	40	42	43	69	0	0	33	15	45	50	50	25	0	0	0
Act 3 - Kurast 4	82	2	2	57	48	16	-1	-1	0	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	0	0	98	99	0	0	0	0	-1	-1	61	61	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	24	57	90	325	1	2	1	0	3	32	52	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	32	52	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	319	0	0	0	30	30	0	0	0	0	0	0	0	0	0	25	255	Kurast Causeway	To The Kurast Causeway	A3L8	31	76	40	42	43	69	0	0	33	15	45	50	50	25	0	0	0
Act 3 - Travincal	83	2	2	57	64	64	-1	-1	0	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	100	0	0	0	0	0	0	0	64	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	24	57	90	325	0	1	1	0	3	240	240	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	240	240	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	319	0	0	0	30	30	0	0	0	0	0	0	0	0	0	25	25	Travincal	To Travincal	A3L9	31	61	40	42	69	62	0	0	33	25	50	33	33	35	0	0	0
Act 3 - Spider 1	84	2	2	58	200	200	1500	1000	0	0	0	0	1	1	1	0	1	1	23	-1	-1	-1	-1	0	76	0	0	0	0	0	0	-1	52	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	21	54	87	700	0	1	1	0	5	124	125	137	71	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	124	125	137	71	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	29	255	Spider Cave	To The Spider Cave	A3L10	0	2	68	62	0	0	0	0	35	35	35	35	0	0	0	0	0
Act 3 - Spider 2	85	2	2	59	200	200	1500	1300	0	0	0	0	1	1	1	0	1	1	23	-1	-1	-1	-1	0	76	0	0	0	0	0	0	-1	52	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	21	54	87	700	0	1	1	0	5	124	125	137	71	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	124	125	137	71	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	29	255	Spider Cavern	To The Spider Cavern	A3L11	0	2	68	62	0	0	0	0	35	35	35	35	0	0	0	0	0
Act 3 - Dungeon 1 A	86	2	2	60	200	200	2000	1000	0	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	87	78	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	21	54	87	700	0	1	1	0	5	99	215	137	118	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	99	215	137	118	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	27	255	Swampy Pit Level 1	To The Swampy Pit Level 1	A3L12	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
Act 3 - Dungeon 1 B	87	2	2	61	200	200	2000	1300	0	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	90	86	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	21	54	87	700	0	1	1	0	5	215	8	137	118	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	215	8	137	118	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	27	255	Swampy Pit Level 2	To The Swampy Pit Level 2	A3L13	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
Act 3 - Dungeon 2 A	88	2	2	62	200	200	2000	1600	0	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	89	78	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	22	55	88	700	0	1	1	0	8	143	280	144	281	138	42	398	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	143	280	144	281	138	42	398	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	27	255	Flayer Dungeon Level 1	To The Flayer Dungeon Level 1	A3L14	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
Act 3 - Dungeon 2 B	89	2	2	63	200	200	2000	1900	0	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	91	88	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	22	55	88	700	0	1	1	0	8	143	280	144	281	138	42	398	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	143	280	144	281	138	42	398	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	27	255	Flayer Dungeon Level 2	To The Flayer Dungeon Level 2	A3L15	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
Act 3 - Dungeon 1 Treasure	90	2	2	64	40	40	2000	2200	0	0	0	0	1	1	1	0	1	2	24	-1	-1	-1	-1	0	87	0	0	0	0	0	0	-1	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	21	54	87	700	0	1	1	0	4	215	216	137	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	115	216	137	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	27	255	Swampy Pit Level 3	To The Swampy Pit Level 3	A3L16	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
Act 3 - Dungeon 2 Treasure	91	2	2	65	40	40	2000	2340	0	0	0	0	1	1	1	0	1	2	24	-1	-1	-1	-1	0	89	0	0	0	0	0	0	-1	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	22	55	88	700	0	1	1	0	8	143	280	144	281	138	42	398	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	143	280	144	281	138	42	398	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	27	255	Flayer Dungeon Level 3	To The Flayer Dungeon Level 3	A3L17	66	67	62	64	72	0	0	0	80	55	35	35	35	0	0	0	0
Act 3 - Sewer 1	92	2	2	66	200	200	2500	1000	0	0	0	0	1	1	1	0	1	1	25	-1	-1	-1	-1	80	80	81	81	93	0	0	0	58	59	58	59	60	-1	-1	-1	0	255	255	255	0	0	1	0	2025	23	56	89	650	1	2	1	0	5	99	115	138	104	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	99	115	138	104	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	151	0	0	0	100	100	0	0	0	0	0	0	0	0	0	26	255	Sewers Level 1	To The Sewers Level 1	A3L18	64	70	62	65	0	0	0	0	50	50	35	45	45	0	0	0	0
Act 3 - Sewer 2	93	2	2	67	18	22	2500	1300	0	0	0	0	1	1	1	0	1	2	25	-1	-1	-1	-1	92	0	0	0	0	0	0	0	58	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	24	57	90	650	1	2	1	0	5	99	104	117	249	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	99	104	117	249	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	151	0	0	0	100	100	0	0	0	0	0	0	0	0	0	26	255	Sewers Level 2	To The Sewers Level 2	A3L19	64	70	62	65	0	0	0	0	50	50	35	45	45	0	0	0	0
Act 3 - Temple 1	94	2	2	68	24	24	3000	1000	0	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	80	80	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	23	56	89	990	1	2	1	0	4	27	47	126	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	27	47	126	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	28	255	Ruined Temple	To The Ruined Temple	A3L20	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
Act 3 - Temple 2	95	2	2	69	24	24	3000	1124	0	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	80	80	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	23	56	89	990	1	2	1	0	4	27	47	126	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	27	47	126	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	28	255	Disused Fane	To The Disused Fane	A3L21	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
Act 3 - Temple 3	96	2	2	70	24	24	3000	1248	0	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	81	81	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	23	56	89	990	1	2	1	0	4	27	47	126	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	27	47	126	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	28	255	Forgotten Reliquary	To The Forgotten Reliquary	A3L22	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
Act 3 - Temple 4	97	2	2	71	24	24	3000	1372	0	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	81	81	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	24	57	90	990	1	2	1	0	4	77	95	139	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	77	95	139	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	28	255	Forgotten Temple	To The Forgotten Temple	A3L23	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
Act 3 - Temple 5	98	2	2	72	24	24	3000	1496	0	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	82	82	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	24	57	90	990	1	2	1	0	4	77	95	139	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	77	95	139	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	28	255	Ruined Fane	To The Ruined Fane	A3L24	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
