Name	description - not loaded	Id	Token	SpawnMax	Selectable0	Selectable1	Selectable2	Selectable3	Selectable4	Selectable5	Selectable6	Selectable7	TrapProb	SizeX	SizeY	nTgtFX	nTgtFY	nTgtBX	nTgtBY	FrameCnt0	FrameCnt1	FrameCnt2	FrameCnt3	FrameCnt4	FrameCnt5	FrameCnt6	FrameCnt7	FrameDelta0	FrameDelta1	FrameDelta2	FrameDelta3	FrameDelta4	FrameDelta5	FrameDelta6	FrameDelta7	CycleAnim0	CycleAnim1	CycleAnim2	CycleAnim3	CycleAnim4	CycleAnim5	CycleAnim6	CycleAnim7	Lit0	Lit1	Lit2	Lit3	Lit4	Lit5	Lit6	Lit7	BlocksLight0	BlocksLight1	BlocksLight2	BlocksLight3	BlocksLight4	BlocksLight5	BlocksLight6	BlocksLight7	HasCollision0	HasCollision1	HasCollision2	HasCollision3	HasCollision4	HasCollision5	HasCollision6	HasCollision7	IsAttackable0	Start0	Start1	Start2	Start3	Start4	Start5	Start6	Start7	EnvEffect	IsDoor	BlocksVis	Orientation	Trans	OrderFlag0	OrderFlag1	OrderFlag2	OrderFlag3	OrderFlag4	OrderFlag5	OrderFlag6	OrderFlag7	PreOperate	Mode0	Mode1	Mode2	Mode3	Mode4	Mode5	Mode6	Mode7	Yoffset	Xoffset	Draw	Red	Green	Blue	HD	TR	LG	RA	LA	RH	LH	SH	S1	S2	S3	S4	S5	S6	S7	S8	TotalPieces	SubClass	Xspace	Yspace	NameOffset	MonsterOK	OperateRange	ShrineFunction	Restore	Parm0	Parm1	Parm2	Parm3	Parm4	Parm5	Parm6	Parm7	Act	Lockable	Gore	Sync	Flicker	Damage	Beta	Overlay	CollisionSubst	Left	Top	Width	Height	OperateFn	PopulateFn	InitFn	ClientFn	RestoreVirgins	BlockMissile	DrawUnder	OpenWarp	AutoMap
Door	"Door by Dock, Act 2"	75	DD	0	1	0	1	0	1	1	1	1	0	1	3	0	0	0	0	1	1	1	1	1	1	1	1	256	256	256	256	256	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	6	0	1	-20	-80	40	40	0	0	0	0	2	0	0	1	0	100	0	0	0	-20	-80	40	40	8	0	0	0	0	0	0	0	0
Dummy	sewer drip	76	SZ	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	0	0	0	0	0	0	0	0	15	0	0	1	0	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shrine	healthorama	77	SH	0	1	0	0	0	0	0	0	0	0	3	3	0	0	0	0	1	16	1	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	16	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	-70	0	2	0	1	1	84	0	0	0	0	0	0	1	0	0	1	0	100	1	0	0	1	84	0	0	2	2	1	0	0	0	0	0	310
Dummy	invisible town sound	78	TA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	0	0	0	0	0	0	0	0	3	0	0	1	0	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Casket	casket #3	79	C3	1	1	0	0	0	0	0	0	0	0	4	6	3	0	0	0	1	7	1	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	-4	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	8	-80	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	100	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Obelisk	obelisk	80	OB	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	24	1	1	0	0	0	0	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	-235	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	100	1	0	0	0	0	0	0	17	3	0	0	0	0	0	0	0
Shrine	forest altar	81	AF	0	1	0	0	0	0	0	0	0	0	3	3	0	0	0	0	10	21	1	0	0	0	0	0	128	128	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	17	7	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	20	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	-120	0	2	0	1	3	84	0	0	0	0	0	0	1	0	0	1	0	100	1	0	0	3	84	0	0	2	2	1	0	0	0	0	0	310
Dummy	bubbling pool of blood	82	B2	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	17	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shrine	horn shrine	83	HS	0	1	0	0	0	0	0	0	0	0	3	3	0	0	0	0	1	21	1	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	20	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	-20	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	-120	0	2	0	1	3	84	0	0	0	0	0	0	1	0	0	1	0	100	1	0	0	3	84	0	0	2	2	1	0	0	0	0	0	310
Shrine	healing well	84	HW	0	1	0	0	0	0	0	0	0	0	3	3	0	0	0	0	1	16	1	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	16	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	-95	0	2	0	1	1	84	0	0	0	0	0	0	1	0	0	1	0	100	1	0	0	1	84	0	0	2	2	1	0	0	0	0	0	310
Shrine	"bull shrine,health, tombs"	85	BC	0	1	0	0	0	0	0	0	0	0	3	3	0	0	0	0	1	16	1	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	-85	0	2	0	1	1	85	0	0	0	0	0	0	2	0	0	1	0	100	0	0	0	1	85	0	0	2	2	1	0	0	0	0	0	310
Dummy	"stele,magic shrine, stone, desert"	86	SG	0	1	1	0	0	0	0	0	0	0	3	3	0	0	0	0	1	16	1	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	180	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	-150	0	2	0	1	3	85	0	0	0	0	0	0	2	0	0	1	0	100	0	0	0	3	85	0	0	2	2	1	0	0	0	0	0	310
Chest3	"tombchest 1, largechestL"	87	CA	2	1	0	0	0	0	0	0	0	15	1	3	0	0	0	0	1	4	1	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	-60	1	2	0	1	20	0	0	0	0	0	0	0	2	1	0	1	0	100	0	0	0	20	0	0	0	4	3	3	0	1	0	0	0	0
Chest3	tombchest 2 largechestR	88	CB	2	1	0	0	0	0	0	0	0	15	3	1	0	0	0	0	1	4	1	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	-60	1	2	0	1	20	0	0	0	0	0	0	0	2	1	0	1	0	100	0	0	0	20	0	0	0	4	3	3	0	1	0	0	0	0
Sarcophagus	"mummy coffinL, tomb"	89	MC	0	1	0	0	0	0	0	0	0	0	3	5	3	0	0	0	1	7	1	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	5	-65	1	2	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	100	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Obelisk	desert obelisk	90	DO	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	17	1	0	0	0	0	0	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	-220	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	100	0	0	0	0	0	0	0	17	2	1	0	0	0	0	0	0
Door	tomb door left	91	TL	0	1	0	1	0	1	1	1	1	0	1	7	0	0	0	0	1	8	1	1	1	1	1	1	256	256	256	256	256	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	1	2	0	2	2	2	2	2	2	2	2	0	1	1	1	1	1	1	0	0	-8	-11	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	1	6	0	1	-20	-80	40	40	0	0	0	0	2	0	0	1	0	100	0	0	0	-20	-80	40	40	8	0	0	0	0	1	0	0	0
Door	tomb door right	92	TR	0	1	0	1	0	1	1	1	1	0	7	1	0	0	0	0	1	8	1	1	1	1	1	1	256	256	256	256	256	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	1	1	0	2	2	2	2	2	2	2	2	0	1	1	1	1	1	1	0	0	2	18	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	1	6	0	1	-20	-80	40	40	0	0	0	0	2	0	0	1	0	100	0	0	0	-20	-80	40	40	8	0	0	0	0	1	0	0	0
Shrine	mana shrineforinnerhell	93	iz	1	1	0	0	0	0	0	0	0	15	3	3	0	0	0	0	11	15	1	0	0	0	0	0	160	160	160	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	-60	0	2	0	1	2	0	0	0	0	0	0	0	8	0	0	1	0	100	0	0	0	2	0	0	0	2	2	1	0	0	0	0	0	310
LargeUrn	Urn #4	94	U4	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	6	1	1	1	1	1	1	256	256	256	256	256	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	1	1	-55	1	2	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	100	0	0	0	0	0	0	0	3	1	2	0	1	0	1	0	0
LargeUrn	Urn #5	95	U5	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	6	1	1	1	1	1	1	256	256	256	256	256	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	1	1	-55	1	2	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	100	0	0	0	0	0	0	0	3	1	2	0	1	0	1	0	0
Shrine	health shrineforinnerhell	96	iy	1	1	0	0	0	0	0	0	0	15	3	3	0	0	0	0	11	15	1	0	0	0	0	0	160	160	160	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	0	0	-60	0	2	0	1	1	96	0	0	0	0	0	0	8	0	0	1	0	100	0	0	0	1	96	0	0	2	2	1	0	0	0	0	0	310
Shrine	innershrinehell	97	ix	0	1	0	0	0	0	0	0	0	0	4	4	0	0	0	0	1	13	1	1	0	0	0	0	160	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	-235	0	2	0	1	3	0	0	0	0	0	0	0	8	0	0	1	0	100	0	0	0	3	0	0	0	2	2	1	0	0	0	0	0	310
Door	tomb door left 2	98	TS	0	1	0	1	0	1	1	1	1	0	1	7	0	0	0	0	1	8	1	1	1	1	1	1	256	256	256	256	256	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	1	2	0	2	2	2	2	2	2	2	2	0	1	1	1	1	1	1	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	1	6	0	1	-20	-80	40	40	0	0	0	0	2	0	0	1	0	100	0	0	0	-20	-80	40	40	8	0	0	0	0	1	0	0	0
Door	tomb door right 2	99	TU	0	1	0	1	0	1	1	1	1	0	7	1	0	0	0	0	1	8	1	1	1	1	1	1	256	256	256	256	256	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	1	1	0	2	2	2	2	2	2	2	2	0	1	1	1	1	1	1	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	1	6	0	1	-20	-80	40	40	0	0	0	0	2	0	0	1	0	100	0	0	0	-20	-80	40	40	8	0	0	0	0	1	0	0	0
Duriel's Lair	Portal to Duriel's Lair	100	SJ	0	1	1	1	1	0	0	0	0	0	1	3	0	0	0	0	1	16	1	0	0	0	0	0	200	200	200	256	256	256	256	256	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	-38	-14	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	100	0	0	0	-40	-80	80	80	43	0	0	0	0	0	0	0	0
Dummy	Brazier3	101	B3	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	20	1	0	0	0	0	0	200	200	200	200	200	200	200	50	0	1	0	0	0	0	0	0	0	17	18	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	255	236	176	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	-45	0	2	0	1	0	0	0	0	0	0	0	0	15	0	0	0	0	100	1	0	0	0	0	0	0	11	0	14	0	0	0	0	0	0
Dummy	Floor brazier	102	FB	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	20	20	20	0	0	0	0	0	200	200	200	200	200	200	200	50	1	0	1	0	0	0	0	0	0	17	18	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	236	176	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	-43	0	2	0	1	0	0	0	0	0	0	0	0	15	0	0	0	0	100	1	0	0	0	0	0	0	11	0	8	0	0	0	0	0	0
Dummy	flies	103	FL	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	12	0	0	0	0	0	0	0	256	256	256	256	256	256	256	256	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	0	0	0	0	0	0	0	0	15	0	0	0	0	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ArmorStand	Armor Stand 1R	104	A3	2	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	1	1	1	1	1	1	1	256	256	256	256	256	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-50	0	2	0	1	0	0	0	0	0	0	0	0	7	0	0	1	0	100	1	0	0	0	0	0	0	19	0	0	0	1	0	0	0	0
ArmorStand	Armor Stand 2L	105	A4	2	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	1	1	1	1	1	1	1	256	256	256	256	256	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-50	0	2	0	1	0	0	0	0	0	0	0	0	7	0	0	1	0	100	1	0	0	0	0	0	0	19	0	0	0	1	0	0	0	0
WeaponRack	Weapon Rack 1R	106	W1	2	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	1	1	1	1	1	1	1	256	256	256	256	256	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-50	0	2	0	1	0	0	0	0	0	0	0	0	7	0	0	1	0	100	1	0	0	0	0	0	0	20	0	0	0	1	0	0	0	0
WeaponRack	Weapon Rack 2L	107	W2	2	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	1	1	1	1	1	1	1	256	256	256	256	256	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-50	0	2	0	1	0	0	0	0	0	0	0	0	7	0	0	1	0	100	1	0	0	0	0	0	0	20	0	0	0	1	0	0	0	0
Malus	Malus	108	HM	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-50	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	100	1	0	0	0	0	0	0	21	0	15	0	0	0	0	0	316
Shrine	"palace shrine, healthR, harom, arcane Sanctuary"	109	P2	0	1	0	0	0	0	0	0	0	0	3	3	0	0	0	0	1	16	1	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	-95	0	2	0	1	1	109	0	0	0	0	0	0	2	0	0	1	0	100	0	0	0	1	109	0	0	2	2	1	0	0	0	0	0	310
not used	drinker	110	n5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	21	0	0	0	0	72	256	256	72	256	256	256	256	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	-10	-35	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	100	0	0	0	0	0	0	0	0	8	16	4	0	0	0	0	0
well	Fountain 1	111	F3	0	1	1	0	0	0	0	0	0	0	3	3	0	0	0	0	10	10	10	0	0	0	0	0	128	128	128	256	256	256	256	256	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	750	128	1	3	0	0	0	0	1	0	0	1	0	100	1	0	0	0	0	0	0	22	8	16	0	0	0	0	0	309
not used	gesturer	112	n6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	15	25	0	0	0	87	256	256	80	192	256	256	256	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	10	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	100	0	0	0	0	0	0	0	0	8	16	5	0	0	0	0	0
well	"Fountain 2, well, desert, tomb"	113	F4	0	1	1	0	0	0	0	0	0	0	3	3	0	0	0	0	10	10	10	0	0	0	0	0	128	128	128	256	256	256	256	256	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	750	128	1	3	0	0	0	0	2	0	0	1	0	100	0	0	0	0	0	0	0	22	8	16	0	0	0	0	0	309
